"mic","trait","delta","lo","hi","excl0","pNA","method"
"15","Topt",-0.00157197752379545,-0.277841168832552,0.199713469400962,FALSE,0,"pooled"
"15","r.max",0.0165692649590958,-0.0471488308047141,0.0885432790091027,FALSE,0,"pooled"
"15","Tmin",-0.256498748119757,-1.37437925262144,0.485602361894137,FALSE,0,"pooled"
"15","Tmax",0.0297902908093874,-0.11761799964772,0.198601514397176,FALSE,0,"pooled"
"15","breadth",0.113389758257192,-0.229816967220241,0.679300812302586,FALSE,0,"pooled"
"2","Topt",0.0550414140768645,-0.146934005489207,0.327849526789116,FALSE,0,"pooled"
"2","r.max",0.040500244936028,-0.0238424010360259,0.122982374870642,FALSE,0,"pooled"
"2","Tmin",-0.232712365944825,-1.26275169789012,0.623882843415815,FALSE,0,"pooled"
"2","Tmax",0.0743797221089544,-0.0690746398157458,0.269818947067186,FALSE,0,"pooled"
"2","breadth",0.0958175642496659,-0.325113577294427,0.581465397924561,FALSE,0,"pooled"
"3","Topt",0.0248369530134234,-0.194573705380492,0.26282797994326,FALSE,0,"pooled"
"3","r.max",0.0265387539582022,-0.0336558512628935,0.1018073683075,FALSE,0,"pooled"
"3","Tmin",-0.220473110762141,-1.29486827380965,0.563228137632547,FALSE,0,"pooled"
"3","Tmax",0.0505835729827986,-0.100438637299852,0.227839380190169,FALSE,0,"pooled"
"3","breadth",0.0974933511010398,-0.27896678749801,0.599325252454296,FALSE,0,"pooled"
"4","Topt",0.0183873601304896,-0.183247265808589,0.265069978372793,FALSE,0,"pooled"
"4","r.max",0.00273445640882741,-0.0620424108164079,0.0658460112207861,FALSE,0,"pooled"
"4","Tmin",0.0419807388059028,-0.75798783770466,1.00235395562913,FALSE,0,"pooled"
"4","Tmax",0.0119307558138395,-0.141351915686734,0.179620700256251,FALSE,0,"pooled"
"4","breadth",-0.0173863415861994,-0.461753367565173,0.388492066286133,FALSE,0,"pooled"
"5","Topt",0.0247411277131917,-0.180559262366003,0.291003708992676,FALSE,0,"pooled"
"5","r.max",0.0259050030401511,-0.0363791617814568,0.103075022426244,FALSE,0,"pooled"
"5","Tmin",-0.175476392171999,-1.16928872030917,0.67180835900888,FALSE,0,"pooled"
"5","Tmax",0.0426084329434566,-0.113486450721439,0.212253571492809,FALSE,0,"pooled"
"5","breadth",0.0689819836654344,-0.345047125232547,0.549985679489637,FALSE,0,"pooled"
"6","Topt",0.0155203418015937,-0.203768497951671,0.257704400202435,FALSE,0,"pooled"
"6","r.max",0.0230982617196757,-0.0337951575467619,0.100037664867912,FALSE,0,"pooled"
"6","Tmin",-0.211367695649791,-1.21666852790388,0.618089682867854,FALSE,0,"pooled"
"6","Tmax",0.0407999246625401,-0.104335632561586,0.216420196198463,FALSE,0,"pooled"
"6","breadth",0.0904046425365284,-0.305870744922938,0.563896426633335,FALSE,0,"pooled"
"7","Topt",0.0177040575768999,-0.200286900642503,0.269647955252111,FALSE,0,"pooled"
"7","r.max",0.0198032198248242,-0.0415523877764852,0.0897349195714399,FALSE,0,"pooled"
"7","Tmin",-0.165367536323956,-1.13205102511717,0.678308096661671,FALSE,0,"pooled"
"7","Tmax",0.0385370360072841,-0.106883699514185,0.217070701420752,FALSE,0,"pooled"
"7","breadth",0.0727673158345592,-0.328080748398168,0.546213142229089,FALSE,0,"pooled"
"8","Topt",0.027416381355696,-0.182692146025083,0.281998963457006,FALSE,0,"pooled"
"8","r.max",0.01291647666419,-0.0466334373929962,0.0861264613320536,FALSE,0,"pooled"
"8","Tmin",-0.0230328675404565,-0.898857779616242,0.904198691732215,FALSE,0,"pooled"
"8","Tmax",0.0251777106244688,-0.120630169418362,0.203745731528869,FALSE,0,"pooled"
"8","breadth",0.00865173036891775,-0.433787879217032,0.440048326305586,FALSE,0,"pooled"
"9","Topt",0.0360141443504638,-0.152343621346567,0.331442639015961,FALSE,0,"pooled"
"9","r.max",0.00618018824212307,-0.0562447286451986,0.0771616446902901,FALSE,0,"pooled"
"9","Tmin",0.0969145483938421,-0.693426648447073,1.14651057830063,FALSE,0,"pooled"
"9","Tmax",0.0179483794401136,-0.128157486873363,0.198696808115052,FALSE,0,"pooled"
"9","breadth",-0.0430101392555411,-0.548476243086757,0.363734343530602,FALSE,0,"pooled"
"all","Topt",0.076261200984419,-0.120656296210313,0.392202885328935,FALSE,0,"pooled"
"all","r.max",0.0525991916060643,-0.0156873232826915,0.144132865595519,FALSE,0,"pooled"
"all","Tmin",-0.251174690476622,-1.3199334792479,0.727613985981906,FALSE,0,"pooled"
"all","Tmax",0.0924823354035915,-0.0550941932638622,0.301112024378952,FALSE,0,"pooled"
"all","breadth",0.0979922846014869,-0.385870485747905,0.608506538665555,FALSE,0,"pooled"
"1","Topt",0.198653457596571,-0.466751250926283,0.900849859115489,FALSE,0,"individual"
"1","r.max",0.039657850211815,-0.0916223514598715,0.162571348480394,FALSE,0,"individual"
"1","Tmin",-0.565518848280015,-2.71729683539285,1.5589144512015,FALSE,0,"individual"
"1","Tmax",0.271513435192212,-0.241598903599062,0.820281374176488,FALSE,0,"individual"
"1","breadth",0.318890784033396,-0.788862557470104,1.32475649930524,FALSE,0,"individual"
"10","Topt",-0.0629464606123769,-0.703260415058967,0.573722475785871,FALSE,0,"individual"
"10","r.max",0.0218561873677422,-0.102984063333482,0.142697171856358,FALSE,0,"individual"
"10","Tmin",-1.06772382358828,-3.21398635044406,1.08796937900476,FALSE,0,"individual"
"10","Tmax",0.0867814907452775,-0.457184786868204,0.633458909271617,FALSE,0,"individual"
"10","breadth",0.495580430267362,-0.547323369877024,1.5414182734488,FALSE,0,"individual"
"11","Topt",2.11690654794952,1.0730842139417,3.14927017180226,TRUE,0,"individual"
"11","r.max",0.0725794938538917,-0.0868645043524732,0.235571384785414,FALSE,0,"individual"
"11","Tmin",-2.51902620994941,-9.66542437228865,1.7626413840865,FALSE,0.00625,"individual"
"11","Tmax",0.225012539649235,-0.323410644552531,0.738438846346497,FALSE,0,"individual"
"11","breadth",-2.5198457445144,-4.23875539768536,-0.97625240340011,TRUE,0,"individual"
"12","Topt",0.198506061401337,-0.4452473197152,0.864900783396052,FALSE,0,"individual"
"12","r.max",0.0582052347318597,-0.0664177914250859,0.183519970264332,FALSE,0,"individual"
"12","Tmin",0.508534833211766,-1.94847661544196,2.71063262662186,FALSE,0,"individual"
"12","Tmax",0.046687487595154,-0.468721054917914,0.610068814873053,FALSE,0,"individual"
"12","breadth",-0.304667416661502,-1.43500078958284,0.830871711998157,FALSE,0,"individual"
"13","Topt",0.129933423751496,-0.643327564185487,0.890915764525094,FALSE,0,"individual"
"13","r.max",-0.0572495875424239,-0.205259205628934,0.0917389621512241,FALSE,0,"individual"
"13","Tmin",-0.257794502706225,-2.97145094571032,2.1328268348722,FALSE,0,"individual"
"13","Tmax",0.229061452102535,-0.323860482628945,0.795823970026525,FALSE,0,"individual"
"13","breadth",0.254060746321557,-0.92365159953572,1.54962790617918,FALSE,0,"individual"
"14","Topt",0.25324782487996,-0.442111153390996,1.02398254206423,FALSE,0,"individual"
"14","r.max",0.0273733419401292,-0.100203268376749,0.156874632369101,FALSE,0,"individual"
"14","Tmin",-0.375653392918495,-2.64386106551435,1.89598032999643,FALSE,0,"individual"
"14","Tmax",0.19780784323282,-0.339355896576215,0.747288339377761,FALSE,0,"individual"
"14","breadth",0.0603324176509972,-1.0266139672425,1.17876729430359,FALSE,0,"individual"
"15","Topt",-0.110317366251072,-0.761034299573986,0.513161931471259,FALSE,0,"individual"
"15","r.max",0.0144345314242262,-0.115790086463678,0.148580912906347,FALSE,0,"individual"
"15","Tmin",-1.27963738450387,-3.44835208898401,0.913509575653978,FALSE,0,"individual"
"15","Tmax",0.111069078349999,-0.413030533787321,0.699341479562328,FALSE,0,"individual"
"15","breadth",0.640651811107668,-0.38946007679958,1.76807720189056,FALSE,0,"individual"
"2","Topt",0.447168799481176,-0.316827095002992,1.32291369845558,FALSE,0,"individual"
"2","r.max",0.110977289674662,-0.0227725241951582,0.248217904963621,FALSE,0,"individual"
"2","Tmin",-0.478444294869235,-3.23779490814564,2.29163259686114,FALSE,0,"individual"
"2","Tmax",0.271632868377669,-0.327066669248012,0.824773200612789,FALSE,0,"individual"
"2","breadth",-0.0162461343201379,-1.29056943282956,1.13239229596281,FALSE,0,"individual"
"3","Topt",0.265137061556356,-0.383853481897681,1.06102607224547,FALSE,0,"individual"
"3","r.max",0.0526456488513802,-0.0708818725276945,0.167929207171271,FALSE,0,"individual"
"3","Tmin",-0.939986049505076,-3.66146863933782,1.31815397634045,FALSE,0,"individual"
"3","Tmax",0.23711064531517,-0.281635787991725,0.772642361023635,FALSE,0,"individual"
"3","breadth",0.247407466185633,-0.822171451498647,1.33490264086084,FALSE,0,"individual"
"4","Topt",0.204605588614601,-0.493187593259357,0.973039043669541,FALSE,0,"individual"
"4","r.max",-0.0165143394325102,-0.14870791397112,0.111201566125783,FALSE,0,"individual"
"4","Tmin",-0.0115561827974262,-2.5222441382479,2.12276301863558,FALSE,0,"individual"
"4","Tmax",0.182550458158506,-0.365746317718937,0.698435036966238,FALSE,0,"individual"
"4","breadth",0.0275672354501157,-1.09141967782469,1.07868658576374,FALSE,0,"individual"
"5","Topt",0.189597185388301,-0.476865176114082,0.858040071470111,FALSE,0,"individual"
"5","r.max",0.0941218737219999,-0.0268541084527885,0.212114612800097,FALSE,0,"individual"
"5","Tmin",-0.303122562854997,-2.36479300622233,1.72877412201365,FALSE,0,"individual"
"5","Tmax",0.0422425105679984,-0.51071136678457,0.593190791134646,FALSE,0,"individual"
"5","breadth",-0.11960094008975,-1.14818737352608,0.902158089470458,FALSE,0,"individual"
"6","Topt",0.0328205339489358,-0.570240356324639,0.657091050258245,FALSE,0,"individual"
"6","r.max",0.0461337819822979,-0.0733947763764646,0.158781753460319,FALSE,0,"individual"
"6","Tmin",-0.787972716496862,-2.7359290557801,1.1229310536922,FALSE,0,"individual"
"6","Tmax",0.142967267829921,-0.354682493083139,0.68047950116555,FALSE,0,"individual"
"6","breadth",0.388083937561937,-0.577715421541274,1.38645589626888,FALSE,0,"individual"
"7","Topt",0.168917772441699,-0.54497790053162,0.940653436382725,FALSE,0,"individual"
"7","r.max",0.0160499315622592,-0.116726933154513,0.144432722726869,FALSE,0,"individual"
"7","Tmin",-0.996912635672528,-3.48092069894518,1.24710088812673,FALSE,0,"individual"
"7","Tmax",0.248970115977357,-0.280050365396754,0.80018023432774,FALSE,0,"individual"
"7","breadth",0.423766110185509,-0.69816047505175,1.49903316524006,FALSE,0,"individual"
"8","Topt",0.15997586987789,-0.496223996201074,0.756506417157308,FALSE,0,"individual"
"8","r.max",0.0446005326471642,-0.0781999222608774,0.16690572757833,FALSE,0,"individual"
"8","Tmin",0.254717226426658,-1.88500612335797,2.21026055399666,FALSE,0,"individual"
"8","Tmax",0.120152699759714,-0.476829418983904,0.650560554458693,FALSE,0,"individual"
"8","breadth",-0.0744202303250745,-1.06172176664359,1.0064208530782,FALSE,0,"individual"
"9","Topt",0.305178476213829,-0.331953706750255,0.933455989105372,FALSE,0,"individual"
"9","r.max",0.0233077154934951,-0.096988700242248,0.146744766705695,FALSE,0,"individual"
"9","Tmin",0.783043337288246,-1.44640178294979,2.81335223862953,FALSE,0,"individual"
"9","Tmax",0.1874495054583,-0.290114269525304,0.706600359636148,FALSE,0,"individual"
"9","breadth",-0.294823225838011,-1.34895736967766,0.736076877851733,FALSE,0,"individual"
"all","Topt",0.979375057690543,0.0605826960033156,1.85743411849986,TRUE,0,"individual"
"all","r.max",0.198016359260158,0.0607483243096307,0.337811046258118,TRUE,0,"individual"
"all","Tmin",-0.922781838502918,-4.29160077524018,2.13804078912369,FALSE,0,"individual"
"all","Tmax",0.205277656684796,-0.337283486587538,0.751133985383866,FALSE,0,"individual"
"all","breadth",-0.842832470597745,-2.12321554054722,0.428806209681515,FALSE,0,"individual"
