"","block","mic","rep","id","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"31",1,"12",3,"b1.m12.r3",9.45843484852174,5.68379449349758,12.2827743175923,0,42.6142850630412,42.2261025707653,43.1905880374513,0,33.6428699054071,32.7911000974475,35.330776015494,1.90532286068922,1.73534811247479,2.08376875125792,20.8727809229595,19.1295277196024,22.93226877044,0,40.559290683735,40.003835196559,41.1165444112372,0,0.049016036659675,-1.51982970243352,44.6985959096192,6.80365329466141,0.0486785392815828,-1.54281344841877,44.8087157854089,6.76223470800855
"32",1,"4",1,"b1.m4.r1",0.521976159575405,-7.04563605020879,7.36008964683941,0,42.9635261717153,42.4342140719669,43.389112004603,0,34.0004501255034,32.4369276380601,35.4486914628643,1.93598040538269,1.7504139227555,2.06315535733201,18.3881157186141,16.1340014829558,20.4735437517648,0,40.9898148474457,40.4183699852591,41.5015421797131,0,0.0384714046307633,-1.01677174084491,44.3920286372757,5.13089514398,0.038371572972206,-1.03346807168473,44.3865237261566,5.15073637724025
"33",1,"none",3,"b1.mnone.r3",2.87227804219082,-3.19737424935372,9.55293033453491,0,42.1318220457978,41.2636744691142,42.7245123788992,0,31.8430681020096,30.8197830379418,32.7656113418692,1.85477325232052,1.590889127952,2.05428822560732,16.895017518248,14.2271262811162,19.972600929355,0,39.7208218565306,38.8927440026537,40.2843962930551,0,0.0502379456710531,-1.1023585400491,44.0847505983799,8,0.0501991491907898,-1.12097095899878,44.0358711386865,8
"34",1,"8",3,"b1.m8.r3",0.604209267327978,-6.36185249037737,8.13606529686703,0,42.188933853629,41.472778089149,42.756638587735,0,31.5875159437925,30.5391475091051,32.5881578717526,1.80052560896116,1.57989023414157,1.97506803441743,15.8967615523538,12.8456251386213,19.2820278130293,0,39.7015050942113,39.0098073525051,40.3013489545097,0,0.0479904015428001,-0.992506948143246,44.0484919287376,8,0.0480054831437608,-1.00948102483721,44.0144911142951,8
"35",1,"6",2,"b1.m6.r2",2.31122170465578,-2.09815578812996,4.94187719942328,0,42.6232429811262,42.4532961256372,42.9485940214408,0,33.2057572941856,32.3476183175314,34.170320914789,1.87657477874443,1.80706587564596,1.96302078358166,18.0201406340838,16.7904177975278,19.1031940094738,0,40.4879629337085,40.1728744209844,40.8532723360646,0,0.0411546643548774,-1.09281448655514,44.2526364802107,5.94327689132385,0.0411885567762029,-1.08834052813076,44.2697909593626,5.92371887935798
"36",1,"1",2,"b1.m1.r2",-7.49905362556077,-46.2942234459309,6.27144703641768,0.378378378378378,42.7575392445497,42.2077659461707,43.4144971819725,0.374374374374374,37.5316501222471,35.1617611365609,42.0439683089344,1.83040558856246,1.443934416845,2.2361685029156,19.9092597841716,8.49981431695913,26.1007783600359,0.374374374374374,41.8019514720223,40.896124730782,42.8536286161642,0.374374374374374,0.0270950506360282,-0.813444182921241,43.2722373568036,1.81029819637289,0.0247519867448211,-0.711288340924283,43.1694318396131,1.02170396746044
"37",1,"15",2,"b1.m15.r2",2.91001576059622,-7.15040735660367,9.83498072297888,0,43.0103288795355,41.9131845033297,44.4352941087731,0,32.4588617972416,30.9741076009631,34.0107042208726,1.68029683938069,1.418155484128,1.96793874672134,17.1606858262624,12.6699037617424,20.4823246454825,0,40.536408475199,39.4456039531492,41.8811987796217,0,0.0454716512251843,-1.10234991650306,45.1439386630053,8,0.0452943168320749,-1.09184156181525,45.1391899883191,8
"38",1,"all",1,"b1.mall.r1",4.83892856176372,-2.42353907145026,8.76012333734173,0,42.5415930322939,42.2547495172179,43.0485017146506,0,34.1739915157828,32.9430642419084,35.9550121410358,2.16856660549536,2.02120736902817,2.38794659558886,20.1394536497193,17.8097362310878,21.9045135641133,0,40.6772623725613,40.1567158935693,41.2706490085541,0,0.0425333289732462,-1.2237073439442,43.8908797895386,4.8755710594521,0.042379319431127,-1.21231788212893,43.9054493257227,4.87227211701783
"39",1,"9",1,"b1.m9.r1",6.76631060373831,2.58619693901948,11.0614905677553,0,42.3897512553147,41.6907036071353,42.957550858478,0,32.6160037391581,31.6834160011982,33.3399125488783,1.90762869428033,1.67919178672741,2.10992960009089,18.8935424806729,16.9671509662709,21.1255491986072,0,40.0735473174896,39.414644693836,40.6380443625453,0,0.0530925517361501,-1.33744331837389,44.5218447341262,8,0.0532207794224523,-1.34907412992968,44.4946243482849,8
"40",1,"all",2,"b1.mall.r2",4.04585441603896,-2.58087483286009,8.59270036131563,0,42.7832773442379,42.5284345973549,43.2079724111013,0,34.9749456693004,33.6100211132091,36.3797548760243,2.18415558486013,2.01504432843677,2.34579990487235,20.6577588885075,18.7124199419974,22.3467942820407,0,41.0669026160637,40.587589975684,41.564870554601,0,0.0397482350761846,-1.17309955642357,43.9586392562157,4.14902518636137,0.0396654616235581,-1.16216677962182,43.9693601802809,4.15191642395084
