"","mic","nit","well.ID","r.exp"
"312","10",10,"6.3.4",0.700074803224395
"313","10",10,"24.6.9",0.408009579766514
"314","10",10,"32.5.5",0.280746950756882
"315","10",1000,"1.3.6",1.67954986769011
"316","10",1000,"11.2.6",1.28327043002657
"317","10",1000,"30.3.8",1.28998935103575
"318","10",100,"4.6.1",1.76836888752403
"319","10",100,"9.3.9",1.1148932199551
"320","10",100,"32.4.6",1.00787459396814
"321","10",5,"2.3.8",0.928342616750237
"322","10",5,"14.2.3",0.407864986100645
"323","10",5,"27.4.10",-0.126902210805627
"324","10",400,"15.2.10",0.756098798427354
"325","10",400,"15.3.10",0.591449211035813
"326","10",400,"25.2.7",1.54771011142317
"327","10",700,"21.6.7",1.64556322512956
"328","10",700,"29.6.7",0.967940256163261
"329","10",700,"32.4.7",1.4359315029849
"330","11",1,"14.3.2",-0.189246845289148
"331","11",1,"23.4.7",-0.232285310329187
"332","11",1,"26.3.5",-0.191130898796728
"333","11",50,"17.5.8",0.540073487217721
"334","11",50,"23.6.6",0.31251800865165
"335","11",50,"24.2.4",0.305148688010976
"336","11",0,"16.4.7",0.413691008996116
"337","11",0,"24.3.9",-0.165832699968042
"338","11",0,"29.4.3",-0.20651012722449
"339","11",25,"1.1.10",0.235188409817031
"340","11",25,"11.1.2",0.891014785755832
"341","11",25,"32.3.5",0.331101188136999
"342","11",10,"1.3.5",0.373763244009261
"343","11",10,"2.4.1",0.769345552346709
"344","11",10,"23.3.5",0.373506455884376
"345","11",10,"27.1.1",0.363163455147278
"346","11",1000,"2.3.4",1.49676032011081
"347","11",1000,"26.1.4",1.33781178021857
"348","11",1000,"26.3.6",1.28319794550078
"349","11",100,"9.6.3",0.79807806910078
"350","11",100,"14.2.6",0.790703483880299
"351","11",100,"25.2.9",0.498907549984523
"352","11",5,"2.1.2",0.223346240704865
"353","11",5,"11.3.7",0.371204931989849
"354","11",5,"15.2.1",-0.30000661992839
"355","11",400,"1.4.10",0.675298840944343
"356","11",400,"23.1.10",0.514962314356368
"357","11",400,"25.4.5",1.39025058031067
"358","11",700,"15.4.1",0.57696734332378
"359","11",700,"19.1.7",1.68989277224582
"360","11",700,"24.5.7",1.23511855524967
"361","12",1,"13.4.1",-0.153313209429676
"362","12",1,"14.4.9",-0.0370665555246591
"363","12",1,"24.5.2",0.0763735607830473
"364","12",50,"2.6.1",1.21179524427884
"365","12",50,"4.3.3",1.60594880451619
"366","12",50,"20.1.4",1.32938763760941
"367","12",0,"17.2.9",0.251076637214788
"368","12",0,"20.5.4",-0.125036061579901
"369","12",0,"26.5.4",-0.185398708403786
"370","12",25,"7.6.5",1.45852747615394
"371","12",25,"11.3.8",1.32199169976643
"372","12",25,"25.2.10",0.672608762246351
"373","12",10,"6.2.4",0.725050653971274
"374","12",10,"10.6.4",0.606110223486272
"375","12",10,"31.1.6",0.479928831645427
"376","12",1000,"2.3.1",1.65383591414032
"377","12",1000,"6.1.3",1.73975501408177
"378","12",1000,"14.3.6",1.5408857762123
"379","12",100,"1.2.10",1.49457225215917
"380","12",100,"21.4.2",1.20365743576484
"381","12",100,"31.2.7",0.93621193076828
"382","12",5,"5.5.1",0.55478030574269
"383","12",5,"10.4.8",0.391198852835185
"384","12",5,"26.5.2",0.213646539020517
"385","12",400,"8.6.2",1.67459523121183
"386","12",400,"24.3.4",1.47058293915623
"387","12",400,"31.2.5",1.26868063960859
"388","12",700,"4.2.1",2.21065899148038
"389","12",700,"18.4.2",1.64354788282682
"390","12",700,"21.2.3",1.60258778056328
"391","13",1,"2.3.10",-0.200749295927245
"392","13",1,"10.3.3",-0.203737648799445
"393","13",1,"12.1.4",-0.206184660470703
"394","13",50,"9.1.3",1.17470348205337
"395","13",50,"9.6.9",0.80740423026052
"396","13",50,"25.5.9",0.727565884896795
"397","13",0,"2.2.5",-0.182426689448013
"398","13",0,"8.5.3",-0.150714833339232
"399","13",0,"29.3.4",-0.159978545627303
"400","13",25,"1.2.3",0.962639956612593
"401","13",25,"5.4.5",1.13326613773383
"402","13",25,"23.4.9",0.403268754393864
"403","13",10,"9.4.9",0.0802774148266686
"404","13",10,"22.6.8",0.279071781962343
"405","13",10,"29.3.3",0.236466265904618
"406","13",1000,"10.6.5",1.29864087782568
"407","13",1000,"18.4.3",1.52863463936437
"408","13",1000,"19.2.5",1.56028122755322
"409","13",100,"17.3.5",1.20490970480006
"410","13",100,"24.5.1",0.838757387658673
"411","13",100,"25.2.3",0.835645366648431
"412","13",5,"5.2.6",0.390189512012159
"413","13",5,"17.5.10",0.17283496811677
"414","13",5,"20.6.2",0.0794020028023326
"415","13",400,"12.4.2",0.652599548944012
"416","13",400,"30.6.1",1.38924959927268
"417","13",400,"30.6.6",1.5351627430757
"418","13",700,"2.6.3",1.86603281941165
"419","13",700,"5.2.2",1.96914342005136
"420","13",700,"11.3.10",1.69253550562567
"421","14",1,"13.5.1",-0.189558427481665
"422","14",1,"20.3.4",0.0458789150431532
"423","14",1,"22.1.5",0.0568163842797746
"424","14",50,"7.6.7",1.29435652839739
"425","14",50,"13.1.8",0.926741268321794
"426","14",50,"13.2.9",1.04351168195235
"427","14",0,"14.2.10",-0.105940380019446
"428","14",0,"21.6.8",0.189377612362492
"429","14",0,"22.6.10",-0.124131810377421
"430","14",25,"9.6.2",1.21446767233033
"431","14",25,"11.6.7",1.08233349522458
"432","14",25,"17.3.4",0.901894055906863
"433","14",10,"7.4.9",0.773332933353253
"434","14",10,"22.4.2",0.395244002863638
"435","14",10,"28.2.2",0.197972772550613
"436","14",1000,"10.4.2",1.70251840033716
"437","14",1000,"11.1.9",1.66460332519859
"438","14",1000,"25.3.7",1.4108392780259
"439","14",100,"5.2.7",1.41207586157826
"440","14",100,"26.6.3",1.03315740916381
"441","14",100,"27.1.10",1.0727480480348
"442","14",5,"1.3.1",0.548160474897226
"443","14",5,"12.6.6",0.161609288815537
"444","14",5,"16.6.9",0.149957493991925
"445","14",400,"3.3.4",1.67357236889348
"446","14",400,"25.2.4",1.42868191672492
"447","14",400,"27.2.9",1.2269719194327
"448","14",700,"3.6.3",1.67507667574735
"449","14",700,"11.6.8",1.25479501817082
"450","14",700,"27.6.2",1.29686254461295
"451","15",1,"15.2.9",-0.0492494955895077
"452","15",1,"15.3.4",-0.181249216454446
"453","15",1,"27.1.3",0.0616860821412252
"454","15",50,"4.4.5",1.31466420728167
"455","15",50,"14.2.9",1.07773964875618
"456","15",50,"27.2.4",0.670467454680326
"457","15",0,"3.4.7",-0.217907063530811
"458","15",0,"4.5.9",-0.131460853095054
"459","15",0,"9.3.4",-0.24477854729747
"460","15",25,"1.1.9",1.2100402302764
"461","15",25,"3.4.9",1.28446971930507
"462","15",25,"5.1.5",1.50607959975991
"463","15",10,"14.5.8",0.612070737925757
"464","15",10,"26.3.1",0.431615533050938
"465","15",10,"29.4.1",0.360517427769553
"466","15",1000,"14.1.7",1.60748571893745
"467","15",1000,"26.4.4",1.28071893780013
"468","15",1000,"30.2.7",1.2834843025122
"469","15",100,"8.2.1",0.694712340948088
"470","15",100,"24.6.3",1.14677818979753
"471","15",100,"30.1.2",0.722047653756114
"472","15",5,"9.1.2",0.585263630526305
"473","15",5,"12.3.4",0.482621650340326
"474","15",5,"32.2.2",0.201359509531167
"475","15",400,"3.1.9",1.78560340439084
"476","15",400,"4.3.9",1.57965518178953
"477","15",400,"30.2.10",1.38790994727995
"478","15",700,"10.1.9",0.798553739895625
"479","15",700,"17.5.1",1.27567994750249
"480","15",700,"32.2.4",1.45528120489151
"481","all",1,"1.1.1",-0.178912568952509
"482","all",1,"4.5.2",-0.230919210029408
"483","all",1,"18.3.2",-0.271258794687997
"484","all",50,"1.3.3",0.353765538890965
"485","all",50,"8.6.3",0.955897550627799
"486","all",50,"17.6.1",0.474559129812247
"487","all",0,"3.4.6",-0.18056207445245
"488","all",0,"18.1.8",-0.237595343650191
"489","all",0,"21.1.10",-0.234857424155892
"490","all",25,"4.1.6",-0.153018769364978
"491","all",25,"21.1.5",0.399268005088883
"492","all",25,"21.6.4",0.577309595061021
"493","all",10,"11.2.8",0.476768984603616
"494","all",10,"32.2.1",-0.139333470592027
"495","all",10,"32.4.1",-0.130610457667928
"496","all",1000,"2.4.2",1.69786794629549
"497","all",1000,"15.1.2",1.34524200907385
"498","all",1000,"32.5.1",1.42059095342925
"499","all",100,"5.1.9",0.877730792767314
"500","all",100,"11.1.4",1.2672279194483
"501","all",100,"11.1.7",1.0621966922614
"502","all",5,"24.5.5",-0.173958726237207
"503","all",5,"29.6.6",0.141696091362606
"504","all",5,"30.3.3",0.185515708476387
"505","all",400,"9.5.3",1.45636787167822
"506","all",400,"22.1.10",1.46002354740925
"507","all",400,"22.4.6",1.49424644113182
"508","all",700,"5.3.5",1.83709379679114
"509","all",700,"19.4.2",1.7557662208771
"510","all",700,"23.6.4",1.29182312022456
