"","unique.id","temp","nit","salt","block","mic","plate","well","rep","µ","k","time"
"171","b1.t25.p2.w73",25,1000,0,1,"2",2,73,3,0.17331806406926,1.892,0.723796296296296
"172","b1.t25.p2.w75",25,1000,0,1,"9",2,75,3,0.305398663077352,1.805,0.994074074074074
"173","b1.t25.p2.w76",25,1000,0,1,"7",2,76,2,0.493839955459369,1.821,0.723796296296296
"174","b1.t25.p2.w78",25,1000,0,1,"2",2,78,2,0.0881576823799326,1.495,0.723796296296296
"175","b1.t25.p2.w83",25,1000,0,1,"15",2,83,2,0.294056837662743,1.514,0.723796296296296
"176","b1.t25.p2.w85",25,1000,0,1,"all",2,85,2,0.411490201098653,1.749,0.723796296296296
"177","b1.t25.p2.w86",25,1000,0,1,"14",2,86,2,0.205740597251183,1.575,0.723796296296296
"178","b1.t25.p2.w87",25,1000,0,1,"13",2,87,2,0.444779845148411,1.866,0.723796296296296
"179","b1.t25.p2.w88",25,1000,0,1,"8",2,88,2,0.391457267503411,1.709,0.723796296296296
"180","b1.t25.p2.w95",25,1000,0,1,"6",2,95,3,0.671229253874584,1.764,0.723796296296296
"181","b1.t25.p2.w96",25,1000,0,1,"11",2,96,1,0.336424050168488,1.526,0.723796296296296
"182","b1.t25.p2.w100",25,1000,0,1,"15",2,100,3,0.385920005959752,1.74,0.723796296296296
"183","b1.t25.p2.w102",25,1000,0,1,"all",2,102,3,0.389484336913488,1.894,0.723796296296296
"184","b1.t25.p2.w104",25,1000,0,1,"9",2,104,1,0.600498646141553,1.871,0.723796296296296
"185","b1.t25.p2.w107",25,1000,0,1,"3",2,107,1,0.600763736397387,1.606,0.723796296296296
"186","b1.t25.p2.w109",25,1000,0,1,"5",2,109,3,0.379520510696988,1.762,0.723796296296296
"187","b1.t25.p2.w111",25,1000,0,1,"4",2,111,2,0.234041929215719,1.711,0.723796296296296
"188","b1.t25.p2.w112",25,1000,0,1,"4",2,112,3,0.425429560048785,1.457,0.723796296296296
"189","b1.t25.p2.w113",25,1000,0,1,"1",2,113,2,0.491356214047123,1.752,0.723796296296296
"190","b1.t25.p2.w115",25,1000,0,1,"1",2,115,1,0.280452712615917,1.516,0.723796296296296
"191","b1.t25.p2.w117",25,1000,0,1,"14",2,117,3,0.574278785540718,1.593,0.723796296296296
"192","b1.t25.p2.w119",25,1000,0,1,"4",2,119,1,0.109625568252979,1.321,2.11729166666667
"193","b1.t30.p1.w2",30,1000,9.33,1,"15",1,2,2,-0.00435889361564334,1.005,1.78086805555556
"194","b1.t30.p1.w3",30,1000,1.33,1,"6",1,3,1,0.0205136889305886,1.143,1.45543981481481
"195","b1.t30.p1.w5",30,1000,9.33,1,"4",1,5,3,0.0755089702080087,1.04,1.45543981481481
"196","b1.t30.p1.w7",30,1000,1.33,1,"4",1,7,3,0.0103032681662837,1.15,1.45543981481481
"197","b1.t30.p1.w8",30,1000,2.67,1,"7",1,8,3,0.0123740645128174,1.13,1.78086805555556
"198","b1.t30.p1.w12",30,25,0,1,"1",1,12,3,0.0751848261874142,1.117,1.45543981481481
"199","b1.t30.p1.w15",30,0,0,1,"2",1,15,1,0.00722685927863554,0.949,1.78086805555556
"200","b1.t30.p1.w17",30,1000,8,1,"10",1,17,1,0.00392395163131174,1.19,1.45543981481481
"201","b1.t30.p1.w22",30,1000,1.33,1,"13",1,22,3,0.0138652053630515,1.024,1.78086805555556
"202","b1.t30.p1.w27",30,25,0,1,"2",1,27,3,0.0244832026065328,1.03,1.78086805555556
"203","b1.t30.p1.w35",30,10,0,1,"5",1,35,3,0.114420477885054,1.021,1.45543981481481
"204","b1.t30.p1.w38",30,25,0,1,"2",1,38,1,0.0506849342047074,0.874,1.45543981481481
"205","b1.t30.p1.w42",30,1000,10.67,1,"15",1,42,3,0.0404967798133189,1.217,1.45543981481481
"206","b1.t30.p1.w47",30,1000,1.33,1,"all",1,47,3,0.0666869893833787,1.14,2.4690625
"207","b1.t30.p1.w48",30,1000,0,1,"4",1,48,1,0.0249136665378422,1.061,1.45543981481481
"208","b1.t30.p1.w53",30,1000,8,1,"all",1,53,3,0.0111079352874622,1.137,1.78086805555556
"209","b1.t30.p1.w54",30,25,0,1,"13",1,54,3,0.0191217703936469,0.917,1.45543981481481
"210","b1.t30.p1.w56",30,5,0,1,"10",1,56,1,0.00971334989394259,0.786,1.45543981481481
"211","b1.t30.p1.w57",30,0,0,1,"1",1,57,3,0.0266105614300242,1.098,1.45543981481481
"212","b1.t30.p1.w59",30,25,0,1,"all",1,59,2,0.00796437571702334,0.973,1.45543981481481
"213","b1.t30.p2.w61",30,10,0,1,"8",2,61,1,0.092336121356947,0.919,0.878981481481481
"214","b1.t30.p2.w65",30,1000,5.33,1,"5",2,65,1,0.0361261393452924,1.069,0.878981481481481
"215","b1.t30.p2.w67",30,1000,2.67,1,"9",2,67,2,-0.00754049931667044,1.102,1.45782407407407
"216","b1.t30.p2.w71",30,1000,0,1,"11",2,71,2,0.0411496866379711,1.235,1.45782407407407
"217","b1.t30.p2.w73",30,25,0,1,"3",2,73,2,0.00162433709928191,1.075,1.45782407407407
"218","b1.t30.p2.w74",30,400,0,1,"1",2,74,1,0.0876541787495924,0.975,0.878981481481481
"219","b1.t30.p2.w77",30,1000,6.67,1,"11",2,77,3,0.0403162317101418,1.428,3.57341435185185
"220","b1.t30.p2.w78",30,400,0,1,"9",2,78,1,-0.00470781608216089,1.147,1.45782407407407
"221","b1.t30.p2.w79",30,1000,0,1,"2",2,79,2,0.0251486171064107,1.117,0.878981481481481
"222","b1.t30.p2.w80",30,1000,0,1,"10",2,80,3,0.00945362583770118,1.03,1.45782407407407
