"","block","mic","rep","id","K.s.mod","K.s.post","K.s.min","K.s.max","K.s.na","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","R.post","R.min","R.max","R.na"
"85",2,"3",1,"b2.m3.r1",24.0475289311514,27.3565638236526,8.14555140715931,62.5056151582743,0,1.86000388908271,1.79582505797122,1.40742317305979,2.1237878449846,0,12.435666581674,4.42460118885576,23.6600715899119,0
"86",2,"12",1,"b2.m12.r1",24.6448033072726,28.1291197945839,5.46648693917394,60.7727674568062,0,1.81544721923804,1.74014590471188,1.37310751402466,2.21249400934991,0,13.0596385441762,3.4797594077318,24.0353854925615,0
"87",2,"1",3,"b2.m1.r3",48.7152581817039,59.2391254605576,17.5181760221553,116.906134857526,0,1.98914876587811,1.91145566339077,1.50305222109499,2.37460400105957,0,23.9725419780344,10.4589277214921,42.6403753948476,0
"88",2,"15",3,"b2.m15.r3",17.4259133470427,19.01957008982,7.48954988522104,32.4747849734146,0,1.72725506538731,1.70091920135572,1.45773456771979,1.94024634358441,0,9.32294381126228,4.53289983260264,14.7774064409444,0
"89",2,"2",1,"b2.m2.r1",41.7009877513996,44.7704234933287,21.1655757432934,82.2726239517593,0,2.16879980552717,2.13735053534163,1.8408554146072,2.54891117997842,0,16.1436982583348,8.87388174109583,26.7144597214287,0
"90",2,"6",2,"b2.m6.r2",29.66652590746,33.424401992933,11.6619375030633,68.272508285491,0,1.82857691530197,1.7692275553976,1.45400519040904,2.14708624567118,0,15.5200144251243,6.23068929277946,27.9655411367334,0
"91",2,"14",3,"b2.m14.r3",19.7389283468677,21.1396743341084,12.4743313211549,29.9953485859051,0,1.83686766743397,1.80092246640219,1.66184190641269,1.99307979338143,0,9.50728428678935,6.20231236872667,12.7997360597386,0
"92",2,"10",1,"b2.m10.r1",24.3099906438844,26.9205971921086,6.41958464148199,57.2369394099297,0,1.6676481783152,1.62860596528925,1.29771043998007,1.96807948001055,0,14.1833784051452,4.47753166438315,26.4490088433806,0
"93",2,"11",1,"b2.m11.r1",46.7415003067425,57.837546222786,21.8176568156239,101.518329670141,0,1.92869514356096,1.84378463867448,1.54858757156898,2.20547259038903,0,25.2416789436082,12.8699792608406,38.8686919106535,0
"94",2,"2",2,"b2.m2.r2",43.2482334150463,50.0590085511109,19.7603054840948,87.126407274523,0,1.91730355617737,1.8755489465052,1.56406381173736,2.20085137358912,0,21.3521542983217,10.5917020473205,32.7688069452007,0
"95",2,"3",2,"b2.m3.r2",52.7283495645122,62.1500028174396,26.3387167903903,102.455185540947,0,2.07747405819853,1.98681070302484,1.78906687548944,2.46028255871274,0,24.2097148450331,12.2452465486024,32.4563277929246,0
"96",2,"5",3,"b2.m5.r3",41.5385033664312,45.7286584990112,20.8806079095584,78.353018242372,0,1.88850143786612,1.84877373912875,1.56792418554114,2.12446247575845,0,19.7455509569502,11.1403718775881,30.8469267294299,0
"97",2,"4",3,"b2.m4.r3",43.6040202911538,51.8884022430073,14.399245559075,113.966464679395,0,1.8322713930215,1.79015769833479,1.43787055237883,2.19806029215004,0,24.1919870580725,11.7391524213587,46.9609264875181,0
"98",2,"all",2,"b2.mall.r2",49.8056399009243,55.0061232945682,23.7541403476364,102.336817388584,0,2.09800240832525,2.05478367535885,1.70281526272669,2.39821765711679,0,20.7758991445509,10.9894334474313,34.4572938948373,0
"99",2,"11",2,"b2.m11.r2",65.0865675391696,73.4304005953862,43.7570594752536,120.588581412633,0,2.09079003359129,2.04651138585011,1.79328880770338,2.34565695491913,0,27.8755944403091,18.1035366571786,40.2506080766091,0
"100",2,"7",1,"b2.m7.r1",32.7706132531626,39.3529286962019,11.4055251127181,84.9251968942419,0,1.9829102700802,1.90392638509156,1.52206864341841,2.3606215035378,0,16.6699637031927,6.61548974392832,31.6527549557543,0
"101",2,"13",1,"b2.m13.r1",47.8957334310646,58.0563137578035,8.61814070359869,153.243664932197,0,1.78983050488106,1.7098990590609,1.28902691750318,2.3624014592171,0,28.123236253248,7.54247466015222,60.0182137964782,0
"102",2,"5",2,"b2.m5.r2",25.8182015600948,28.1720938968385,14.4671210756474,44.7038596333309,0,1.88216043341882,1.82590267337719,1.62265076259946,2.06246935091699,0,12.4810998021662,7.53488026634625,18.351416031411,0
"103",3,"8",2,"b3.m8.r2",57.3300952970671,62.1137579987537,23.8375434017,117.798274405692,0,1.50026056959508,1.48887742464297,1.23000704634156,1.78983773764385,0,36.9627571538426,21.2437510169924,63.1235433103214,0
"104",3,"6",2,"b3.m6.r2",119.11548722145,136.96259098663,69.1188292855343,207.776349485493,0,1.68735643352212,1.66169677829565,1.47729173939094,1.95959092148431,0,68.3894068046341,44.4466234054255,91.1001556304819,0
"105",3,"11",2,"b3.m11.r2",154.423055480417,193.149565399677,73.3149543951047,495.059290399339,0,1.9378235884543,1.9254273652494,1.48804536209981,2.71628189274333,0,79.2585893830233,40.5668620986938,130.058449501018,0
"106",3,"none",2,"b3.mnone.r2",96.4210558107656,108.525144204023,58.568024742896,165.57010354412,0,1.54267765975642,1.5360385927598,1.32480434488946,1.73974423864858,0,62.3420451960325,41.6056750253736,84.1659928255246,0
