"","unique.id","temp","nit","salt","block","mic","plate","well","rep","µ"
"2216","b2.t30.p26.w1517",30,100,0,2,"13",26,1517,"2",0.3509294070637
"2217","b2.t30.p26.w1518",30,1000,10.67,2,"11",26,1518,"1",0.362909111616555
"2218","b2.t30.p26.w1520",30,1000,12,2,"12",26,1520,"2",0.166580670943028
"2219","b2.t30.p26.w1521",30,1000,0,2,"13",26,1521,"3",0.238142609459008
"2220","b2.t30.p26.w1524",30,1000,2.67,2,"7",26,1524,"2",0.344169234555261
"2221","b2.t30.p26.w1527",30,1000,2.67,2,"11",26,1527,"3",0.411458923760201
"2222","b2.t30.p26.w1528",30,25,0,2,"12",26,1528,"3",0.290588672226712
"2223","b2.t30.p26.w1530",30,0,0,2,"6",26,1530,"2",0.379419317675391
"2224","b2.t30.p26.w1533",30,0,0,2,"7",26,1533,"3",0.459541315103245
"2225","b2.t30.p26.w1535",30,1000,10.67,2,"3",26,1535,"1",0.268217217154244
"2226","b2.t30.p26.w1538",30,1000,2.67,2,"9",26,1538,"2",0.527379259876565
"2227","b2.t30.p26.w1539",30,100,0,2,"9",26,1539,"3",0.255083001845705
"2228","b2.t30.p26.w1544",30,1,0,2,"7",26,1544,"3",0.215644118594098
"2229","b2.t30.p26.w1550",30,1000,1.33,2,"10",26,1550,"1",0.215059177953724
"2230","b2.t30.p26.w1552",30,1000,9.33,2,"12",26,1552,"1",0.235208529423673
"2231","b2.t30.p26.w1557",30,1,0,2,"11",26,1557,"3",0.167249032210229
"2232","b2.t30.p27.w1561",30,10,0,2,"2",27,1561,"2",0.0313533419912334
"2233","b2.t30.p27.w1562",30,1000,4,2,"3",27,1562,"3",0.136994981891359
"2234","b2.t30.p27.w1566",30,25,0,2,"15",27,1566,"1",0.236305415883131
"2235","b2.t30.p27.w1568",30,0,0,2,"11",27,1568,"2",0.218497475911122
"2236","b2.t30.p27.w1570",30,1000,1.33,2,"15",27,1570,"1",0.124597478904661
"2237","b2.t30.p27.w1572",30,1000,10.67,2,"9",27,1572,"3",0.035413793679712
"2238","b2.t30.p27.w1573",30,1000,0,2,"10",27,1573,"1",0.204966743854506
"2239","b2.t30.p27.w1574",30,400,0,2,"10",27,1574,"2",0.182130292562455
"2240","b2.t30.p27.w1575",30,1000,6.67,2,"15",27,1575,"3",0.129504208924633
"2241","b2.t30.p27.w1578",30,700,0,2,"7",27,1578,"3",0.159624732986482
"2242","b2.t30.p27.w1580",30,1,0,2,"9",27,1580,"2",0.137679603269673
"2243","b2.t30.p27.w1583",30,25,0,2,"5",27,1583,"2",0.183778322587172
"2244","b2.t30.p27.w1584",30,1,0,2,"6",27,1584,"2",0.219166049195635
"2245","b2.t30.p27.w1585",30,1000,12,2,"4",27,1585,"1",0.0257742938493883
"2246","b2.t30.p27.w1590",30,50,0,2,"2",27,1590,"2",0.22169586522678
"2247","b2.t30.p27.w1593",30,400,0,2,"5",27,1593,"1",0.165366889985425
"2248","b2.t30.p27.w1594",30,1000,0,2,"15",27,1594,"1",0.139530224925568
"2249","b2.t30.p27.w1596",30,400,0,2,"7",27,1596,"2",0.206987577556136
"2250","b2.t30.p27.w1597",30,5,0,2,"10",27,1597,"3",0.159647282970635
"2251","b2.t30.p27.w1598",30,1000,10.67,2,"7",27,1598,"2",0.0145580561513546
"2252","b2.t30.p27.w1601",30,50,0,2,"7",27,1601,"1",0.0803926418541312
"2253","b2.t30.p27.w1603",30,1000,9.33,2,"10",27,1603,"3",0.0451233428644432
"2254","b2.t30.p27.w1607",30,25,0,2,"1",27,1607,"3",0.146879887884641
"2255","b2.t30.p27.w1608",30,1000,8,2,"10",27,1608,"3",0.126685936296416
"2256","b2.t30.p27.w1609",30,1000,10.67,2,"14",27,1609,"1",0.114013412780602
"2257","b2.t30.p27.w1610",30,1000,8,2,"11",27,1610,"2",0.0979023766147802
"2258","b2.t30.p27.w1613",30,100,0,2,"9",27,1613,"1",0.076907683850791
"2259","b2.t30.p27.w1614",30,1000,4,2,"2",27,1614,"2",0.0899097298620063
"2260","b2.t30.p28.w1622",30,50,0,2,"12",28,1622,"1",0.117226047803635
"2261","b2.t30.p28.w1623",30,1000,10.67,2,"2",28,1623,"3",0.0264733326176428
"2262","b2.t30.p28.w1624",30,5,0,2,"1",28,1624,"3",0.0848872149896886
"2263","b2.t30.p28.w1625",30,400,0,2,"15",28,1625,"2",0.184530524842713
"2264","b2.t30.p28.w1632",30,1000,5.33,2,"4",28,1632,"1",0.141078072033128
"2265","b2.t30.p28.w1633",30,400,0,2,"5",28,1633,"3",0.172319797659596
"2266","b2.t30.p28.w1636",30,1000,4,2,"7",28,1636,"2",0.196343089769044
"2267","b2.t30.p28.w1638",30,1000,10.67,2,"1",28,1638,"1",0.0889387883513608
"2268","b2.t30.p28.w1641",30,1000,4,2,"12",28,1641,"1",0.0598769307127818
"2269","b2.t30.p28.w1642",30,1000,8,2,"15",28,1642,"1",0.0764443983141111
"2270","b2.t30.p28.w1644",30,1000,8,2,"14",28,1644,"2",0.168031500543302
"2271","b2.t30.p28.w1648",30,400,0,2,"5",28,1648,"2",0.341553305811881
"2272","b2.t30.p28.w1649",30,5,0,2,"15",28,1649,"2",0.214082667463609
"2273","b2.t30.p28.w1651",30,700,0,2,"12",28,1651,"1",0.0990031695204465
"2274","b2.t30.p28.w1652",30,1000,8,2,"1",28,1652,"3",0.0907708417044895
"2275","b2.t30.p28.w1653",30,400,0,2,"10",28,1653,"1",0.130057671085615
"2276","b2.t30.p28.w1654",30,1000,2.67,2,"9",28,1654,"3",0.156849231477627
"2277","b2.t30.p28.w1663",30,400,0,2,"8",28,1663,"3",0.151281519641377
"2278","b2.t30.p28.w1664",30,1000,8,2,"7",28,1664,"2",0.166492695129037
"2279","b2.t30.p28.w1666",30,1000,4,2,"9",28,1666,"2",0.118784691987528
"2280","b2.t30.p28.w1667",30,50,0,2,"all",28,1667,"2",0.146949201879373
"2281","b2.t30.p28.w1668",30,5,0,2,"5",28,1668,"3",0.165000772805034
"2282","b2.t30.p28.w1672",30,10,0,2,"8",28,1672,"3",0.10302649128828
"2283","b2.t30.p28.w1675",30,1000,5.33,2,"8",28,1675,"1",0.0868733646385117
"2284","b2.t30.p28.w1679",30,1000,9.33,2,"6",28,1679,"3",0.0547831716973624
"2285","b2.t30.p28.w1680",30,1000,0,2,"9",28,1680,"1",0.0587867709762952
"2286","b2.t30.p29.w1681",30,25,0,2,"6",29,1681,"1",0.126967124196424
"2287","b2.t30.p29.w1685",30,0,0,2,"7",29,1685,"1",0.213580381478772
"2288","b2.t30.p29.w1689",30,1000,12,2,"6",29,1689,"3",0.0728416407833649
"2289","b2.t30.p29.w1691",30,700,0,2,"14",29,1691,"3",0.125495380679642
"2290","b2.t30.p29.w1692",30,1000,8,2,"6",29,1692,"2",0.149535611539128
"2291","b2.t30.p29.w1693",30,1000,9.33,2,"4",29,1693,"3",0.155543804053497
"2292","b2.t30.p29.w1694",30,10,0,2,"12",29,1694,"3",0.401100630936893
"2293","b2.t30.p29.w1700",30,1000,2.67,2,"4",29,1700,"2",0.191810940567347
"2294","b2.t30.p29.w1701",30,700,0,2,"4",29,1701,"1",0.15391853579051
"2295","b2.t30.p29.w1703",30,1000,6.67,2,"13",29,1703,"1",0.187770505246478
"2296","b2.t30.p29.w1707",30,5,0,2,"3",29,1707,"2",0.286315145646892
"2297","b2.t30.p29.w1708",30,1000,6.67,2,"14",29,1708,"3",0.222644968597622
"2298","b2.t30.p29.w1710",30,1000,6.67,2,"12",29,1710,"1",0.252349609421131
"2299","b2.t30.p29.w1711",30,50,0,2,"7",29,1711,"3",0.123684715950959
"2300","b2.t30.p29.w1713",30,700,0,2,"4",29,1713,"3",0.238179248878847
"2301","b2.t30.p29.w1715",30,1000,9.33,2,"9",29,1715,"2",0.223385982197829
"2302","b2.t30.p29.w1721",30,1000,4,2,"2",29,1721,"1",0.0568918972678705
"2303","b2.t30.p29.w1724",30,700,0,2,"all",29,1724,"2",0.341864837346066
"2304","b2.t30.p29.w1726",30,0,0,2,"10",29,1726,"2",0.303724903390501
"2305","b2.t30.p29.w1730",30,1000,1.33,2,"1",29,1730,"3",0.168337496559145
"2306","b2.t30.p29.w1732",30,1000,4,2,"2",29,1732,"3",0.117107874971772
"2307","b2.t30.p29.w1739",30,1000,0,2,"14",29,1739,"2",0.199712828502005
"2308","b2.t30.p29.w1740",30,700,0,2,"5",29,1740,"2",0.191396956452859
"2309","b2.t30.p30.w1750",30,0,0,2,"13",30,1750,"1",0.196193856812802
"2310","b2.t30.p30.w1755",30,1000,8,2,"2",30,1755,"1",0.392128699312907
"2311","b2.t30.p30.w1757",30,1000,6.67,2,"14",30,1757,"1",0.313441456517904
"2312","b2.t30.p30.w1758",30,1000,5.33,2,"12",30,1758,"1",0.266109643408678
"2313","b2.t30.p30.w1759",30,1,0,2,"11",30,1759,"1",0.360068302278774
"2314","b2.t30.p30.w1760",30,100,0,2,"15",30,1760,"3",0.199865261082351
"2315","b2.t30.p30.w1764",30,1000,1.33,2,"13",30,1764,"2",0.411704306423456
"2316","b2.t30.p30.w1765",30,1000,9.33,2,"11",30,1765,"2",0.286570460237641
"2317","b2.t30.p30.w1773",30,5,0,2,"6",30,1773,"3",0.332378844740684
"2318","b2.t30.p30.w1775",30,1000,1.33,2,"9",30,1775,"3",0.260932137057937
"2319","b2.t30.p30.w1776",30,1,0,2,"3",30,1776,"1",0.354904116747316
"2320","b2.t30.p30.w1777",30,1000,6.67,2,"2",30,1777,"3",0.309108663988101
"2321","b2.t30.p30.w1780",30,1000,4,2,"4",30,1780,"3",0.361473814957887
"2322","b2.t30.p30.w1781",30,1000,6.67,2,"8",30,1781,"1",0.158685462253616
"2323","b2.t30.p30.w1782",30,25,0,2,"8",30,1782,"2",0.448682131609794
"2324","b2.t30.p30.w1783",30,1000,5.33,2,"9",30,1783,"2",0.396874615832016
"2325","b2.t30.p30.w1785",30,50,0,2,"1",30,1785,"3",0.345605725974194
"2326","b2.t30.p30.w1786",30,50,0,2,"2",30,1786,"1",0.293225409706536
"2327","b2.t30.p30.w1789",30,1000,9.33,2,"4",30,1789,"2",0.36410078525321
"2328","b2.t30.p30.w1790",30,5,0,2,"8",30,1790,"3",0.380264096618612
"2329","b2.t30.p30.w1792",30,1000,1.33,2,"2",30,1792,"3",0.307632242649505
"2330","b2.t30.p30.w1793",30,10,0,2,"15",30,1793,"3",0.30506822801697
"2331","b2.t30.p30.w1794",30,1000,12,2,"8",30,1794,"2",0.198519998092729
"2332","b2.t30.p30.w1795",30,1000,4,2,"13",30,1795,"1",0.213293024635495
"2333","b2.t30.p30.w1796",30,1000,9.33,2,"15",30,1796,"1",0.202732098682099
"2334","b2.t30.p30.w1798",30,10,0,2,"all",30,1798,"2",0.325639503972767
"2335","b2.t30.p31.w1801",30,1000,1.33,2,"4",31,1801,"1",0.151203587644687
"2336","b2.t30.p31.w1805",30,25,0,2,"3",31,1805,"2",0.146367731651694
"2337","b2.t30.p31.w1806",30,1000,2.67,2,"6",31,1806,"1",0.162902127313042
"2338","b2.t30.p31.w1808",30,10,0,2,"14",31,1808,"2",0.191261816838861
"2339","b2.t30.p31.w1810",30,1000,8,2,"4",31,1810,"1",0.136487947217156
"2340","b2.t30.p31.w1811",30,10,0,2,"15",31,1811,"2",0.121171263565412
"2341","b2.t30.p31.w1812",30,1000,2.67,2,"14",31,1812,"2",0.0871457307275721
"2342","b2.t30.p31.w1813",30,1000,12,2,"1",31,1813,"1",0.0770477123054188
"2343","b2.t30.p31.w1815",30,1000,0,2,"3",31,1815,"3",0.145359451148423
"2344","b2.t30.p31.w1816",30,50,0,2,"14",31,1816,"3",0.14709096934709
"2345","b2.t30.p31.w1817",30,25,0,2,"7",31,1817,"2",0.0615603652068865
"2346","b2.t30.p31.w1818",30,1000,1.33,2,"8",31,1818,"1",0.115700969014722
"2347","b2.t30.p31.w1820",30,1000,8,2,"13",31,1820,"2",0.110031118762236
"2348","b2.t30.p31.w1822",30,100,0,2,"7",31,1822,"2",0.0756414452134937
"2349","b2.t30.p31.w1823",30,1000,6.67,2,"all",31,1823,"2",0.0663458102677332
"2350","b2.t30.p31.w1825",30,5,0,2,"12",31,1825,"1",0.160204580777169
"2351","b2.t30.p31.w1826",30,1000,0,2,"1",31,1826,"2",0.120980140870777
"2352","b2.t30.p31.w1827",30,1000,2.67,2,"7",31,1827,"1",0.0942666945405937
"2353","b2.t30.p31.w1828",30,1000,12,2,"7",31,1828,"3",0.0910402597715334
"2354","b2.t30.p31.w1829",30,1000,1.33,2,"14",31,1829,"3",0.139863256891494
"2355","b2.t30.p31.w1830",30,1000,4,2,"11",31,1830,"1",0.113048309786972
"2356","b2.t30.p31.w1831",30,0,0,2,"1",31,1831,"3",0.175234610163867
"2357","b2.t30.p31.w1833",30,50,0,2,"15",31,1833,"3",0.0681867581471823
"2358","b2.t30.p31.w1835",30,1000,12,2,"13",31,1835,"3",0.0925613757684984
"2359","b2.t30.p31.w1836",30,400,0,2,"2",31,1836,"3",0.104318200751514
"2360","b2.t30.p31.w1838",30,0,0,2,"1",31,1838,"2",0.146098204164916
"2361","b2.t30.p31.w1847",30,700,0,2,"6",31,1847,"2",0.0541601582797274
"2362","b2.t30.p31.w1848",30,1000,1.33,2,"13",31,1848,"1",0.123060768899958
"2363","b2.t30.p31.w1849",30,100,0,2,"1",31,1849,"3",0.163732573495384
"2364","b2.t30.p31.w1851",30,400,0,2,"7",31,1851,"3",-0.000528352830934481
"2365","b2.t30.p31.w1858",30,100,0,2,"8",31,1858,"2",0.0632981419463018
"2366","b2.t30.p31.w1860",30,100,0,2,"5",31,1860,"3",0.0762426271397765
"2367","b2.t30.p32.w1861",30,1000,8,2,"1",32,1861,"1",0.154556164507118
"2368","b2.t30.p32.w1862",30,1000,10.67,2,"13",32,1862,"1",0.210928680836973
"2369","b2.t30.p32.w1863",30,0,0,2,"all",32,1863,"3",0.189652039838245
"2370","b2.t30.p32.w1866",30,100,0,2,"15",32,1866,"2",0.0604027311513914
"2371","b2.t30.p32.w1867",30,1,0,2,"13",32,1867,"3",0.257422894924779
"2372","b2.t30.p32.w1869",30,1000,2.67,2,"12",32,1869,"3",0.0770326070206514
"2373","b2.t30.p32.w1871",30,10,0,2,"12",32,1871,"2",0.240079101155208
"2374","b2.t30.p32.w1872",30,5,0,2,"4",32,1872,"1",0.189916150761927
"2375","b2.t30.p32.w1873",30,10,0,2,"4",32,1873,"1",0.207643797439511
"2376","b2.t30.p32.w1875",30,0,0,2,"5",32,1875,"2",0.215573753522184
"2377","b2.t30.p32.w1876",30,1000,10.67,2,"15",32,1876,"2",0.0941518982199326
"2378","b2.t30.p32.w1879",30,1000,10.67,2,"9",32,1879,"2",0.0921895312214247
"2379","b2.t30.p32.w1881",30,1000,9.33,2,"5",32,1881,"2",0.226550209003637
"2380","b2.t30.p32.w1882",30,50,0,2,"6",32,1882,"3",0.175655441096615
"2381","b2.t30.p32.w1883",30,1000,2.67,2,"6",32,1883,"3",0.415461418141246
"2382","b2.t30.p32.w1884",30,1000,6.67,2,"15",32,1884,"2",0.248964215010606
"2383","b2.t30.p32.w1885",30,100,0,2,"12",32,1885,"3",0.276254921008628
"2384","b2.t30.p32.w1890",30,1000,6.67,2,"13",32,1890,"3",0.0518317584313681
"2385","b2.t30.p32.w1893",30,1000,2.67,2,"1",32,1893,"2",0.198442263662306
"2386","b2.t30.p32.w1894",30,5,0,2,"9",32,1894,"3",0.349433638571498
"2387","b2.t30.p32.w1895",30,1000,5.33,2,"all",32,1895,"2",0.310004121392103
"2388","b2.t30.p32.w1896",30,1000,10.67,2,"all",32,1896,"3",0.171624135142381
"2389","b2.t30.p32.w1900",30,1000,9.33,2,"5",32,1900,"1",0.0381386195693289
"2390","b2.t30.p32.w1901",30,400,0,2,"14",32,1901,"2",0.279092059279335
"2391","b2.t30.p32.w1903",30,1000,5.33,2,"14",32,1903,"1",0.150937091275264
"2392","b2.t30.p32.w1904",30,1000,2.67,2,"12",32,1904,"1",0.239111017315879
"2393","b2.t30.p32.w1906",30,700,0,2,"9",32,1906,"2",0.268587314712669
"2394","b2.t30.p32.w1908",30,1000,12,2,"4",32,1908,"3",0.293627653227881
"2395","b2.t30.p32.w1909",30,1000,8,2,"14",32,1909,"1",0.113106987971047
"2396","b2.t30.p32.w1911",30,700,0,2,"9",32,1911,"3",0.174756114217685
"2397","b2.t30.p32.w1914",30,1000,5.33,2,"3",32,1914,"2",0.186401742071224
"2398","b2.t30.p32.w1915",30,1000,5.33,2,"10",32,1915,"3",0.170146676810192
"2399","b2.t30.p32.w1917",30,0,0,2,"10",32,1917,"3",0.328477291970275
"2400","b2.t30.p32.w1920",30,50,0,2,"2",32,1920,"3",0.255794698406679
"2401","b2.t33.p1.w1",33,1000,0,2,"13",1,1,"1",0.0997142510334907
"2402","b2.t33.p1.w10",33,1000,0,2,"11",1,10,"3",0.0938431731182604
"2403","b2.t33.p1.w11",33,1000,0,2,"8",1,11,"2",0.102343593098355
"2404","b2.t33.p1.w17",33,1000,0,2,"12",1,17,"2",0.312355224672541
"2405","b2.t33.p1.w18",33,1000,0,2,"1",1,18,"3",0.23267874969118
"2406","b2.t33.p1.w20",33,1000,0,2,"all",1,20,"2",0.174047442359307
"2407","b2.t33.p1.w21",33,1000,0,2,"10",1,21,"1",0.201454065418678
"2408","b2.t33.p1.w22",33,1000,0,2,"7",1,22,"1",0.294233106144901
"2409","b2.t33.p1.w23",33,1000,0,2,"14",1,23,"1",0.220995437250558
"2410","b2.t33.p1.w27",33,1000,0,2,"1",1,27,"2",0.397816151804811
"2411","b2.t33.p1.w28",33,1000,0,2,"10",1,28,"3",0.257803429646139
"2412","b2.t33.p1.w31",33,1000,0,2,"5",1,31,"3",0.144801791311036
"2413","b2.t33.p1.w37",33,1000,0,2,"3",1,37,"3",0.237197731524306
"2414","b2.t33.p1.w38",33,1000,0,2,"8",1,38,"1",0.225136359140608
"2415","b2.t33.p1.w41",33,1000,0,2,"2",1,41,"2",0.107609579977788
"2416","b2.t33.p1.w44",33,1000,0,2,"11",1,44,"1",0.225880736926474
"2417","b2.t33.p1.w45",33,1000,0,2,"2",1,45,"3",0.122412695480795
"2418","b2.t33.p1.w46",33,1000,0,2,"6",1,46,"3",0.102012447100545
"2419","b2.t33.p1.w47",33,1000,0,2,"14",1,47,"3",0.127520441089952
"2420","b2.t33.p1.w49",33,1000,0,2,"4",1,49,"2",0.152279288306747
"2421","b2.t33.p1.w50",33,1000,0,2,"all",1,50,"1",0.169097950282834
"2422","b2.t33.p1.w53",33,1000,0,2,"4",1,53,"1",0.0410816700604232
"2423","b2.t33.p1.w58",33,1000,0,2,"1",1,58,"1",0.0708940763481613
"2424","b2.t33.p1.w59",33,1000,0,2,"all",1,59,"3",0.113579173021882
"2425","b2.t33.p2.w63",33,1000,0,2,"2",2,63,"1",0.195873366451536
"2426","b2.t33.p2.w65",33,1000,0,2,"5",2,65,"1",0.126890734995703
"2427","b2.t33.p2.w66",33,1000,0,2,"3",2,66,"1",0.136561668586183
"2428","b2.t33.p2.w70",33,1000,0,2,"15",2,70,"1",0.0789336007429481
"2429","b2.t33.p2.w72",33,1000,0,2,"10",2,72,"2",0.284674136937055
"2430","b2.t33.p2.w74",33,1000,0,2,"3",2,74,"2",0.34080939034822
"2431","b2.t33.p2.w75",33,1000,0,2,"6",2,75,"1",0.980668861319637
"2432","b2.t33.p2.w76",33,1000,0,2,"7",2,76,"3",0.241674782807233
"2433","b2.t33.p2.w77",33,1000,0,2,"12",2,77,"3",0.346950205317799
"2434","b2.t33.p2.w79",33,1000,0,2,"12",2,79,"1",0.0940080916761625
"2435","b2.t33.p2.w88",33,1000,0,2,"5",2,88,"2",0.272421523312574
"2436","b2.t33.p2.w90",33,1000,0,2,"11",2,90,"2",0.0505702943982311
"2437","b2.t33.p2.w92",33,1000,0,2,"9",2,92,"3",0.217968363916305
"2438","b2.t33.p2.w94",33,1000,0,2,"15",2,94,"2",0.545472680487389
"2439","b2.t33.p2.w96",33,1000,0,2,"9",2,96,"2",0.321453410706318
"2440","b2.t33.p2.w97",33,1000,0,2,"13",2,97,"3",0.31085904939657
"2441","b2.t33.p2.w99",33,1000,0,2,"9",2,99,"1",0.134994576692073
"2442","b2.t33.p2.w106",33,1000,0,2,"14",2,106,"2",0.163764912853821
"2443","b2.t33.p2.w107",33,1000,0,2,"7",2,107,"2",0.079640630187357
"2444","b2.t33.p2.w108",33,1000,0,2,"13",2,108,"2",0.24327728961215
"2445","b2.t33.p2.w116",33,1000,0,2,"6",2,116,"2",0.0403804440445217
"2446","b2.t33.p2.w117",33,1000,0,2,"15",2,117,"3",0.0630643043372647
"2447","b2.t33.p2.w118",33,1000,0,2,"4",2,118,"3",0.082418723475326
"2448","b2.t33.p2.w119",33,1000,0,2,"8",2,119,"3",0.00847978140800544
"2449","b2.t35.p1.w3",35,1000,0,2,"9",1,3,"3",0.192555206577441
"2450","b2.t35.p1.w7",35,1000,0,2,"12",1,7,"2",0.252391712432189
"2451","b2.t35.p1.w8",35,1000,0,2,"14",1,8,"3",0.233601219398339
"2452","b2.t35.p1.w11",35,1000,0,2,"8",1,11,"2",0.0927996451575892
"2453","b2.t35.p1.w12",35,1000,0,2,"10",1,12,"3",0.307416044270093
"2454","b2.t35.p1.w20",35,1000,0,2,"1",1,20,"3",0.29837623527276
"2455","b2.t35.p1.w25",35,1000,0,2,"13",1,25,"3",0.278762887552727
"2456","b2.t35.p1.w27",35,1000,0,2,"3",1,27,"1",0.553833575710508
"2457","b2.t35.p1.w28",35,1000,0,2,"14",1,28,"2",0.44212649542032
"2458","b2.t35.p1.w29",35,1000,0,2,"5",1,29,"1",0.43689087568876
"2459","b2.t35.p1.w36",35,1000,0,2,"1",1,36,"2",0.418983303010536
"2460","b2.t35.p1.w37",35,1000,0,2,"9",1,37,"1",0.49252588740306
"2461","b2.t35.p1.w38",35,1000,0,2,"13",1,38,"1",0.450075935083553
"2462","b2.t35.p1.w39",35,1000,0,2,"6",1,39,"2",0.302216072096951
"2463","b2.t35.p1.w44",35,1000,0,2,"all",1,44,"1",0.256221973202776
"2464","b2.t35.p1.w45",35,1000,0,2,"11",1,45,"1",0.183162928646247
"2465","b2.t35.p1.w46",35,1000,0,2,"6",1,46,"1",0.198309411457946
"2466","b2.t35.p1.w48",35,1000,0,2,"13",1,48,"2",0.318124307661161
"2467","b2.t35.p1.w49",35,1000,0,2,"10",1,49,"1",0.268813717266184
"2468","b2.t35.p1.w51",35,1000,0,2,"8",1,51,"1",0.0830161825290057
"2469","b2.t35.p1.w52",35,1000,0,2,"all",1,52,"3",0.140111823752647
"2470","b2.t35.p1.w53",35,1000,0,2,"10",1,53,"2",0.0955683136305504
"2471","b2.t35.p1.w56",35,1000,0,2,"7",1,56,"3",0.219608091917866
"2472","b2.t35.p1.w57",35,1000,0,2,"3",1,57,"2",0.277553012784948
"2473","b2.t35.p1.w58",35,1000,0,2,"5",1,58,"3",0.242125031922775
"2474","b2.t35.p2.w65",35,1000,0,2,"4",2,65,"1",0.0102219765263537
"2475","b2.t35.p2.w66",35,1000,0,2,"7",2,66,"1",0.053540868802714
"2476","b2.t35.p2.w68",35,1000,0,2,"15",2,68,"3",0.0576375153861755
"2477","b2.t35.p2.w71",35,1000,0,2,"15",2,71,"1",0.198962302257998
"2478","b2.t35.p2.w73",35,1000,0,2,"11",2,73,"2",0.448970709072442
"2479","b2.t35.p2.w74",35,1000,0,2,"12",2,74,"3",0.472973615917792
"2480","b2.t35.p2.w75",35,1000,0,2,"12",2,75,"1",0.424555819904894
"2481","b2.t35.p2.w76",35,1000,0,2,"11",2,76,"3",0.412161114264348
"2482","b2.t35.p2.w81",35,1000,0,2,"3",2,81,"3",0.335283704369145
"2483","b2.t35.p2.w82",35,1000,0,2,"2",2,82,"3",0.61729892669528
"2484","b2.t35.p2.w84",35,1000,0,2,"4",2,84,"3",0.548391609138431
"2485","b2.t35.p2.w86",35,1000,0,2,"9",2,86,"2",0.553874322595486
"2486","b2.t35.p2.w88",35,1000,0,2,"all",2,88,"2",0.317070755219785
"2487","b2.t35.p2.w91",35,1000,0,2,"15",2,91,"2",0.241644715504152
"2488","b2.t35.p2.w92",35,1000,0,2,"8",2,92,"3",0.255572982234354
"2489","b2.t35.p2.w93",35,1000,0,2,"4",2,93,"2",0.558984715414224
"2490","b2.t35.p2.w94",35,1000,0,2,"2",2,94,"1",0.597168916299637
"2491","b2.t35.p2.w95",35,1000,0,2,"14",2,95,"1",0.613486788860995
"2492","b2.t35.p2.w101",35,1000,0,2,"7",2,101,"2",0.262605885647152
"2493","b2.t35.p2.w110",35,1000,0,2,"6",2,110,"3",0.15259183402431
"2494","b2.t35.p2.w113",35,1000,0,2,"2",2,113,"2",0.378573281083509
"2495","b2.t35.p2.w116",35,1000,0,2,"5",2,116,"2",0.201249524735884
"2496","b2.t35.p2.w119",35,1000,0,2,"1",2,119,"1",0.198800202112762
"2497","b2.t39.p1.w5",39,1000,0,2,"3",1,5,"1",0.227967062695249
"2498","b2.t39.p1.w11",39,1000,0,2,"7",1,11,"1",0.226936621496509
"2499","b2.t39.p1.w14",39,1000,0,2,"2",1,14,"2",0.232584254542218
"2500","b2.t39.p1.w16",39,1000,0,2,"7",1,16,"2",0.191115907015701
"2501","b2.t39.p1.w21",39,1000,0,2,"13",1,21,"2",0.193821206438061
"2502","b2.t39.p1.w24",39,1000,0,2,"12",1,24,"2",0.458076321582694
"2503","b2.t39.p1.w25",39,1000,0,2,"9",1,25,"2",0.303711908266472
"2504","b2.t39.p1.w27",39,1000,0,2,"1",1,27,"3",0.416360507572355
"2505","b2.t39.p1.w28",39,1000,0,2,"2",1,28,"1",0.27140230647932
"2506","b2.t39.p1.w30",39,1000,0,2,"all",1,30,"3",0.0974022032519826
"2507","b2.t39.p1.w34",39,1000,0,2,"9",1,34,"1",0.313042965687904
"2508","b2.t39.p1.w35",39,1000,0,2,"3",1,35,"2",0.37295180039231
"2509","b2.t39.p1.w36",39,1000,0,2,"all",1,36,"2",0.432719516449995
"2510","b2.t39.p1.w37",39,1000,0,2,"4",1,37,"2",0.293313646218084
"2511","b2.t39.p1.w45",39,1000,0,2,"13",1,45,"3",0.328895380948837
"2512","b2.t39.p1.w47",39,1000,0,2,"15",1,47,"2",0.355219375854635
"2513","b2.t39.p1.w52",39,1000,0,2,"13",1,52,"1",0.290797852523833
"2514","b2.t39.p1.w55",39,1000,0,2,"10",1,55,"3",0.0982076114382131
"2515","b2.t39.p1.w58",39,1000,0,2,"8",1,58,"3",0.248254668174879
"2516","b2.t39.p1.w59",39,1000,0,2,"11",1,59,"2",0.0737155742767654
"2517","b2.t39.p2.w61",39,1000,0,2,"14",2,61,"3",0.224018751618478
"2518","b2.t39.p2.w64",39,1000,0,2,"12",2,64,"3",0.159342854647774
"2519","b2.t39.p2.w66",39,1000,0,2,"5",2,66,"1",0.177393068039894
"2520","b2.t39.p2.w67",39,1000,0,2,"4",2,67,"1",0.0980935078697398
"2521","b2.t39.p2.w69",39,1000,0,2,"7",2,69,"3",0.0204856353018394
"2522","b2.t39.p2.w70",39,1000,0,2,"8",2,70,"2",0.0111369974762636
"2523","b2.t39.p2.w73",39,1000,0,2,"12",2,73,"1",0.21052790615059
"2524","b2.t39.p2.w76",39,1000,0,2,"3",2,76,"3",0.116609071815561
"2525","b2.t39.p2.w78",39,1000,0,2,"5",2,78,"2",0.147907614247126
"2526","b2.t39.p2.w79",39,1000,0,2,"4",2,79,"3",0.081321997540277
"2527","b2.t39.p2.w83",39,1000,0,2,"1",2,83,"2",0.199864481710511
"2528","b2.t39.p2.w84",39,1000,0,2,"9",2,84,"3",0.208768880808346
"2529","b2.t39.p2.w85",39,1000,0,2,"8",2,85,"1",0.238832471272684
