"","block","mic","rep","id","T.min","T.min.min","T.min.max","T.min.na","T.max","T.max.min","T.max.max","T.max.na","T.opt","T.opt.min","T.opt.max","T.br","T.br.lwr","T.br.upr","r.max","r.max.min","r.max.max","T.br.min","T.br.min.min","T.br.min.max","T.br.min.na","T.br.max","T.br.max.min","T.br.max.max","T.br.max.na","a","b","tmax","d.t","a.mod","b.mod","tmax.mod","d.t.mod"
"38",4,"9",1,"b4.m9",8.1334458982329,4.46971095739109,11.2418321952042,0,42.5561949516442,41.964454681164,43.1984468407032,0,32.5668683218885,31.7809882329053,33.3313814398398,20.9830627464667,19.2663999804263,22.7604210104646,1.56937342375546,1.40071211955735,1.74085733685941,19.1812647040873,17.2819415198455,20.8624975947664,0,40.1584601344759,39.6100936755907,40.795994642969,0,0.0579224247713956,-1.28130477846933,45.0332907081037,9.64465565521729,0.0586481137697579,-1.25857069979077,45.0266271315671,9.38014319061006
"39",4,"15",1,"b4.m15",4.81318151773148,0.539848774548392,8.50004207365846,0,42.4928070331055,41.8998735987738,43.1376120567884,0,32.0473993002733,31.2106684499355,32.821701123454,22.4404698438682,20.5788973790614,24.4523106939934,1.64914870111338,1.49684563556425,1.79665670649571,17.5689480864235,15.4848646249942,19.4497131108027,0,40.008138995544,39.4397027486435,40.6268070470481,0,0.0561121734515271,-1.09668577133314,44.6637140684376,9.53748433453431,0.0565036628187719,-1.09186547991196,44.6715392565768,9.32668425018331
"40",4,"11",1,"b4.m11",9.44811352344107,4.23078426786889,13.7227194935734,0,42.8204728041207,41.8580460072789,44.0129957383899,0,33.0243973776183,31.8084684162662,34.1090014271383,20.4774730050388,18.2031131961349,23.3150006198451,1.52801516316353,1.29701801049752,1.76324680671537,19.9899490275974,17.2328353349094,22.4216021774152,0,40.4645055493822,39.5299710571422,41.554940368568,0,0.0557572083682239,-1.35237767737424,45.4022335549952,9.45928089368565,0.0576817567527515,-1.33796064665944,45.4549874065737,9.22443424739782
"41",4,"13",2,"b4.m13",6.14633538300311,-0.0291116067199583,11.1247411121014,0,42.7725919623273,41.8499109700804,43.9224534686458,0,32.3773924115656,31.1445565613432,33.4810314174614,22.1186853131776,19.5934248024587,25.2535156745874,1.51817649376171,1.26146901092325,1.7443110249106,18.1937463322317,15.0965050045223,20.9187309615032,0,40.289052938096,39.4103475701548,41.3388834490623,0,0.0533239999632587,-1.14800093121034,45.1989796752945,9.57830951322518,0.0544211984280041,-1.14875284428506,45.2452252582195,9.36651290681034
"42",4,"all",1,"b4.mall",7.31385474517083,3.22498735410454,10.725436210074,0,42.5716549371972,41.9500560880546,43.2608002917602,0,32.6178101646802,31.8119848798565,33.4025961728231,21.1676519604122,19.3180638965664,23.1162206154141,1.72650897842239,1.54851472944453,1.90805406490766,19.0060222017913,16.925936045656,20.7676596957633,0,40.1869949500123,39.5892372879425,40.8414570802495,0,0.0590747783376767,-1.24433882724559,44.7838250484099,9.42683168350736,0.0599504440519947,-1.23226836838606,44.7941596548272,9.17191577517893
"43",4,"none",3,"b4.mnone",7.15819474665499,2.95054888654135,10.8037984497873,0,42.4027902660081,41.7302919336387,43.1532867288165,0,32.2754336639231,31.3374540220304,33.1079538342424,21.3935628197899,19.503102514695,23.5308898770229,1.54693046263526,1.37909486665757,1.72233527289689,18.6009103935137,16.4990349191406,20.6729404030958,0,39.9749874637174,39.3135425734483,40.6660475313943,0,0.0569321225173268,-1.21657145245132,44.8336695911462,9.62837481302009,0.0575301425191978,-1.20589174219864,44.8398616501763,9.3835051044755
"44",4,"5",2,"b4.m5",6.53338955392076,2.44197489536819,9.90417893021304,0,42.4314252811354,41.7862440443905,43.1087607535518,0,32.1835160321617,31.3807126742356,33.0476324315811,21.6993526691071,20.015782662787,23.8412875367043,1.56432669317345,1.39792067697749,1.71966412998535,18.2812583306171,16.1602209194319,20.0836971494479,0,39.9745089128647,39.3495434649948,40.6143762413102,0,0.0568659176507244,-1.17783467075655,44.7964579607641,9.67092015991601,0.0574170761763458,-1.16633602703747,44.8049763376205,9.4467373923994
"45",4,"6",3,"b4.m6",5.57927831669411,1.65717052956666,9.27317994818698,0,42.3200231358973,41.7172822329108,42.953570390918,0,31.9398200113261,31.1344788004877,32.7358774782572,22.0935267716092,20.2497238045974,24.071069065881,1.56274382120355,1.41330617612874,1.71870807564662,17.7435684496913,15.6173076404851,19.5747494901399,0,39.8364410215974,39.2689349379618,40.4500410120588,0,0.0562428114153224,-1.12762680436919,44.6298523604767,9.66696679565992,0.0565920915455126,-1.12174922051043,44.6426203741721,9.44389687461529
"46",4,"10",3,"b4.m10",5.23449942183677,1.96168675701683,8.30677843971698,0,42.5275467939049,42.0378727334691,43.0630262541538,0,32.0953606245248,31.4316811171867,32.8095844932662,22.296531259187,20.7432666996275,23.9166018818987,1.62094381611932,1.49050358628802,1.74094456566213,17.745165460091,16.1051084603777,19.3610285435832,0,40.0373027567245,39.5780769398719,40.5531905458107,0,0.0561303822501384,-1.11520410127072,44.7509568049069,9.61642021197229,0.0569323122600721,-1.10416599427799,44.7495720478519,9.41426200501847
"47",4,"14",3,"b4.m14",6.84773561804519,2.36689697374402,10.7043224340758,0,42.4808095076457,41.766599611556,43.2853390122473,0,32.2265084826856,31.2331624984009,33.1142035340622,21.6514615301496,19.6881782967515,23.9925807455538,1.49159074434998,1.30929263953093,1.65527256098048,18.3881692805122,16.089196660991,20.5000758432518,0,40.0229048239397,39.3435326724307,40.79161911587,0,0.0551936557741736,-1.19175727095883,44.9669637270796,9.69994358251975,0.0559793940179277,-1.18025696512775,44.9793471472567,9.43131029656739
"48",4,"2",1,"b4.m2",6.81939794812314,3.22121624724089,10.1176739788022,0,42.5812146463459,42.0080845383132,43.2120170475498,0,32.4518232650933,31.6549715236047,33.1620330865949,21.539305463319,19.8986157775485,23.3631913225902,1.6212947553675,1.47446991073777,1.7712766250621,18.6176936440954,16.7652521720015,20.334939107073,0,40.158190539656,39.6034862521575,40.7415026608821,0,0.0569389556901945,-1.20955784117412,44.8973610717153,9.55740090803695,0.0579691033729801,-1.18877334959327,44.895548301042,9.28575437005198
"49",4,"7",3,"b4.m7",5.72115148266656,1.32355876126474,9.80722738973733,0,42.4829537609028,41.8000666604071,43.2532595385874,0,32.0543722725649,31.0761815830366,32.9063692899399,22.1732567316336,20.2399339913687,24.5943587140685,1.51592393532574,1.3639246696112,1.68909076009428,17.8213363081471,15.5754505547934,20.0118095447015,0,39.9848310633448,39.3498820641376,40.7393516548316,0,0.0547859905172501,-1.12809860237006,44.8751952613704,9.73412445165376,0.0554951801599019,-1.12496055501568,44.888045819077,9.47402825758945
"50",4,"8",1,"b4.m8",6.35974525842859,1.80108800254797,10.2444252000108,0,42.3694501743678,41.672073764987,43.1037057596156,0,32.1043680536121,31.2068337598351,33.0150430318717,21.7598389246617,19.7466798565541,24.0129828162845,1.54504365383137,1.37560143940331,1.71463861472763,18.1646307973563,15.8711689558032,20.2509368530473,0,39.9116074272908,39.2598856839759,40.6143064403989,0,0.0562949684191013,-1.16855828605451,44.7501460841912,9.67732440440132,0.0569359497659384,-1.15941208783569,44.7627052500751,9.43615672572527
