"","mic","temp","well.ID","r.exp"
"114","4",14,"2.5.2",0.498388966796455
"115","4",20,"2.2.10",0.196454775946811
"116","4",20,"2.5.4",0.598827814635233
"117","4",20,"2.5.10",1.15998365179554
"118","4",25,"1.4.2",0.78520902098121
"119","4",25,"2.2.5",0.762505859196819
"120","4",25,"2.6.8",1.03680464287315
"121","4",30,"23.3.3",1.39263475532869
"122","4",30,"32.1.8",1.50209915142329
"123","4",30,"32.2.4",1.49936557864009
"124","4",33,"2.2.8",2.10997196366326
"125","4",33,"2.5.3",2.10446497934341
"126","4",33,"2.5.9",1.9663001326057
"127","4",35,"1.1.2",2.31790822068438
"128","4",35,"1.4.10",2.24041829265105
"129","4",35,"1.5.2",2.00039878139323
"130","4",39,"1.5.4",1.19773727988228
"131","4",39,"2.4.9",0.961353207682326
"132","4",39,"2.6.3",1.01110754412207
"133","4",43,"1.2.1",-0.17840897039862
"134","4",43,"2.4.5",-0.214060818998411
"135","4",43,"2.5.1",-0.161343117188024
"136","5",8,"1.5.9",0.18290411653453
"137","5",8,"1.6.1",0.256731246438796
"138","5",8,"2.2.1",0.185447766493929
"139","5",14,"1.1.3",0.208164068738719
"140","5",14,"2.2.2",-0.0438797175846351
"141","5",14,"2.3.4",0.306900291682222
"142","5",20,"1.2.5",1.19303280527355
"143","5",20,"1.2.7",0.203108435857306
"144","5",20,"2.1.6",1.16177841789943
"145","5",25,"1.4.3",0.826296278314608
"146","5",25,"1.5.8",0.787345415121744
"147","5",25,"2.6.2",1.06548377242507
"148","5",30,"14.4.4",0.5964159823305
"149","5",30,"21.4.9",1.57394994794088
"150","5",30,"30.1.5",1.77860727635675
"151","5",33,"1.1.5",2.0080054574202
"152","5",33,"1.1.7",2.04844647804573
"153","5",33,"1.4.9",2.06978423943211
"154","5",35,"1.3.1",1.95483638595149
"155","5",35,"2.1.2",1.78458308112328
"156","5",35,"2.6.8",2.47704768285393
"157","5",39,"1.3.9",1.27951004884599
"158","5",39,"2.4.4",1.13135046953599
"159","5",39,"2.5.4",0.894343269342108
"160","5",43,"2.3.3",-0.138884344975847
"161","5",43,"2.3.5",-0.244238061732817
"162","5",43,"2.5.9",-0.273451239655105
"163","6",8,"1.1.7",-0.085574573322935
"164","6",8,"1.5.1",0.218270830830177
"165","6",8,"2.2.3",0.187940652478622
"166","6",14,"1.1.2",0.727040435776091
"167","6",14,"2.1.5",0.111775944737303
"168","6",14,"2.5.10",0.0632865093029623
"169","6",20,"1.1.5",0.814384017160347
"170","6",20,"2.2.4",0.759953787735434
"171","6",20,"2.4.10",0.693388113521783
"172","6",25,"1.4.4",1.14071750327622
"173","6",25,"1.4.9",1.44661870015191
"174","6",25,"2.3.9",1.15483762124721
"175","6",30,"6.1.2",1.87595926592149
"176","6",30,"14.5.2",0.743242236255362
"177","6",30,"24.1.1",1.41472058774043
"178","6",33,"2.1.4",1.98034442574414
"179","6",33,"2.1.7",2.34616638303991
"180","6",33,"2.6.10",2.26235930525126
"181","6",35,"1.2.7",2.50645814506223
"182","6",35,"2.3.5",2.25517121375616
"183","6",35,"2.5.9",2.14642982877467
"184","6",39,"1.4.9",0.971240539331928
"185","6",39,"1.6.10",0.990390330966524
"186","6",39,"2.1.3",1.03277467487135
"187","6",43,"1.3.6",-0.227310207402798
"188","6",43,"2.3.1",-0.191536401894859
"189","6",43,"2.6.1",-0.199745767812685
"190","7",8,"1.2.6",0.15690603903157
"191","7",8,"1.6.6",-0.0611372483228639
"192","7",8,"2.2.8",0.163901823532557
"193","7",14,"1.5.9",0.632916029162493
"194","7",14,"2.3.3",0.537088606451971
"195","7",14,"2.6.9",0.649549301936394
"196","7",20,"1.1.8",1.19046775843815
"197","7",20,"1.3.6",0.597214422467684
"198","7",20,"1.4.9",1.09366361200984
"199","7",25,"1.2.5",1.85073703106385
"200","7",25,"1.3.9",0.894203417533149
"201","7",25,"1.4.1",0.513718305200249
"202","7",30,"6.4.5",0.483417368128853
"203","7",30,"8.2.6",0.681271321421523
"204","7",30,"11.3.6",0.485398609599801
"205","7",33,"1.2.2",2.03349710916012
"206","7",33,"1.4.2",1.96628286065523
"207","7",33,"1.4.6",2.0412710226332
"208","7",35,"1.3.6",1.97480170112061
"209","7",35,"2.2.10",1.95019901090668
"210","7",35,"2.6.10",2.54733803125557
"211","7",39,"1.5.2",0.86170321472946
"212","7",39,"2.3.2",0.842218287108262
"213","7",39,"2.4.6",0.885208802307828
"214","7",43,"1.5.6",-0.199490193581175
"215","7",43,"2.3.2",-0.249662986268218
"216","7",43,"2.6.4",-0.221879699584461
"217","8",8,"1.4.1",0.298098579141841
"218","8",8,"1.4.4",0.329653399757079
"219","8",8,"1.5.2",0.190060347085954
"220","8",14,"1.3.9",0.0619684564387465
"221","8",14,"2.2.6",0.119697180157699
"222","8",14,"2.5.8",0.5362416311985
"223","8",20,"1.6.1",0.589860387525776
"224","8",20,"1.6.6",0.651605760555593
"225","8",20,"2.5.6",0.535599334516831
"226","8",25,"1.2.4",0.697127214115206
"227","8",25,"2.1.3",1.08238964045602
"228","8",25,"2.5.6",0.822179863388132
"229","8",30,"13.3.7",0.417633904909254
"230","8",30,"24.4.4",1.58926605299731
"231","8",30,"26.4.2",1.85986958185548
"232","8",33,"1.1.6",1.80598113148393
"233","8",33,"1.1.9",2.04517929285669
"234","8",33,"2.3.3",2.00970889412921
"235","8",35,"2.1.3",2.18276045870682
"236","8",35,"2.6.1",2.12976253644239
"237","8",35,"2.6.5",2.49825815652111
"238","8",39,"1.2.3",0.972360528591951
"239","8",39,"1.3.2",1.04946640223105
"240","8",39,"1.5.3",1.35767052889486
"241","8",43,"1.4.9",-0.349642118169333
"242","8",43,"2.6.6",-0.330339390964534
"243","8",43,"2.6.7",-0.164961808933119
"244","9",8,"1.4.2",0.182994646785006
"245","9",8,"1.4.6",0.269536043595163
"246","9",8,"1.4.10",0.301937657514058
"247","9",14,"1.2.3",0.507962729340561
"248","9",14,"2.1.3",0.313281824124636
"249","9",14,"2.6.4",0.525657004324112
"250","9",20,"1.3.7",0.387395166925209
"251","9",20,"2.3.7",0.0451832889251161
"252","9",20,"2.6.7",1.11982691457656
"253","9",25,"1.6.7",1.04497034400596
"254","9",25,"2.5.10",1.04958420306226
"255","9",25,"2.6.9",1.16191559627203
"256","9",30,"3.6.3",2.0863088423749
"257","9",30,"8.5.6",1.8572373640424
"258","9",30,"11.3.9",1.82349822561394
"259","9",33,"1.1.4",2.03130207197815
"260","9",33,"1.3.5",2.07458206258195
"261","9",33,"2.2.3",1.94072092533755
"262","9",35,"1.1.4",1.81405249198687
"263","9",35,"1.3.2",1.99581847704551
"264","9",35,"1.6.5",2.00994056741353
"265","9",39,"1.2.7",0.865716104838939
"266","9",39,"1.4.2",0.990390331295208
"267","9",39,"2.6.5",1.18336743055697
"268","9",43,"1.4.3",-0.153874469156951
"269","9",43,"2.4.7",-0.17177563716548
"270","9",43,"2.5.4",-0.153857286313305
"271","10",8,"1.3.9",0.218168222302787
"272","10",8,"1.5.8",0.140609079225863
"273","10",8,"2.1.8",0.176172655467185
"274","10",14,"1.4.2",0.503998806068814
"275","10",14,"2.4.4",0.490102994384345
"276","10",14,"2.6.7",0.0668548167617371
"277","10",20,"1.1.6",1.13044570385481
"278","10",20,"1.4.8",1.1115022410084
"279","10",20,"1.6.8",0.55565854570848
"280","10",25,"1.2.3",0.870750733020857
"281","10",25,"1.6.8",0.849880453523971
"282","10",25,"2.3.1",1.2790574087963
"283","10",30,"7.1.7",1.98989966240222
"284","10",30,"21.3.2",1.5005170378084
"285","10",30,"28.1.10",1.67596079964195
"286","10",33,"1.3.10",2.06336185773018
"287","10",33,"2.3.5",2.00810705720289
"288","10",33,"2.6.3",1.96631023169756
"289","10",35,"1.1.6",2.04193662357176
"290","10",35,"1.2.4",2.40552010236736
"291","10",35,"2.6.4",2.2357879999233
"292","10",39,"1.5.8",1.03107819934512
"293","10",39,"2.3.8",0.608407215376058
"294","10",39,"2.3.9",0.905667946498227
"295","10",43,"1.4.2",-0.272193561677014
"296","10",43,"1.6.1",-0.245186049809101
"297","10",43,"2.3.8",-0.344611329213021
"298","11",8,"1.2.4",0.150652263666825
"299","11",8,"2.3.6",0.198180774918285
"300","11",8,"2.5.5",0.210926223399389
"301","11",14,"1.5.2",0.047846004490489
"302","11",14,"1.5.4",0.481594495434643
"303","11",14,"1.6.3",0.0916533700013198
"304","11",20,"1.3.4",0.525217308630857
"305","11",20,"2.4.3",1.19284837066621
"306","11",20,"2.6.9",0.386474352139342
"307","11",25,"1.6.2",0.9631773417319
"308","11",25,"2.3.5",0.986811628715247
"309","11",25,"2.6.3",0.785017064906749
"310","11",30,"26.5.3",1.92979443507218
"311","11",30,"30.4.4",1.92842512004934
"312","11",30,"31.3.1",1.9909598209381
"313","11",33,"1.4.3",1.98381090679052
"314","11",33,"1.6.5",1.9235057181221
"315","11",33,"2.5.5",2.20913645625198
"316","11",35,"1.1.1",1.86735004969098
"317","11",35,"1.3.3",1.94544371690694
"318","11",35,"1.6.10",2.35956778091278
"319","11",39,"1.1.6",1.09966971137081
"320","11",39,"1.5.1",0.814979192159336
"321","11",39,"2.3.1",0.960633046831219
"322","11",43,"1.4.7",-0.18568979796819
"323","11",43,"2.1.6",-0.279936486139376
"324","11",43,"2.6.3",-0.164879310436358
"325","12",8,"1.2.9",0.200757110257289
"326","12",8,"1.4.7",0.285089310513855
"327","12",8,"2.2.6",0.172868149984595
"328","12",14,"1.1.5",-0.0214988404552356
"329","12",14,"2.1.4",0.100209476846626
"330","12",14,"2.4.8",0.440868524368319
"331","12",20,"1.3.5",0.54512554404219
"332","12",20,"1.4.5",0.41834548650854
"333","12",20,"1.4.10",1.2053175927921
"334","12",25,"1.1.2",1.17662085676677
"335","12",25,"1.1.4",0.9773517521442
"336","12",25,"1.4.10",1.01882317823334
"337","12",30,"9.2.2",0.988728426887401
"338","12",30,"18.1.2",1.58360251843163
"339","12",30,"23.2.10",1.74590230567343
"340","12",33,"2.2.10",1.84992240336837
"341","12",33,"2.5.1",2.09316858848695
"342","12",33,"2.6.4",1.99304021506102
"343","12",35,"2.1.1",1.92760137537309
"344","12",35,"2.5.5",2.05907584670455
"345","12",35,"2.5.6",2.26471093975638
"346","12",39,"1.4.3",0.839905706635532
"347","12",39,"1.6.1",0.642670113861054
"348","12",39,"2.3.10",1.00731165889714
"349","12",43,"1.1.6",-0.18834851949653
"350","12",43,"1.3.10",-0.23449222227571
"351","12",43,"1.5.1",-0.153563875885362
"352","13",8,"1.1.8",0.282113768550508
"353","13",8,"2.1.3",0.183900444599001
"354","13",8,"2.5.3",-0.0318446926453972
"355","13",14,"1.6.6",0.638867211635669
"356","13",14,"2.1.1",0.443308208515871
"357","13",14,"2.2.10",0.498853339230087
"358","13",20,"1.5.9",1.11744704704132
"359","13",20,"2.2.1",0.69030258876499
"360","13",20,"2.5.2",0.5455939710439
"361","13",25,"1.1.10",1.82225006972462
"362","13",25,"1.5.2",0.937077449167833
"363","13",25,"2.1.4",0.900647168184347
"364","13",30,"23.6.3",1.65790977092907
"365","13",30,"24.4.5",1.63770312292106
"366","13",30,"29.5.3",1.86455644823666
"367","13",33,"1.1.8",2.17388308620221
"368","13",33,"1.6.1",2.19737049621586
"369","13",33,"2.5.4",2.08604022860953
"370","13",35,"1.1.9",2.51130369481385
"371","13",35,"1.4.2",2.14478976383532
"372","13",35,"2.4.10",2.35520451066679
"373","13",39,"2.1.8",0.685504723839464
"374","13",39,"2.2.10",1.16063820779031
"375","13",39,"2.6.1",0.545106282969339
"376","13",43,"1.2.10",-0.266116776294991
"377","13",43,"1.5.5",-0.233623892168737
"378","13",43,"1.6.2",-0.249196148019364
"379","14",8,"1.1.10",0.221443423263661
"380","14",8,"2.2.2",-0.0520624391635339
"381","14",8,"2.5.9",0.190503893392268
"382","14",14,"1.3.7",0.287958475639326
"383","14",14,"2.3.10",0.472612792620498
"384","14",14,"2.4.3",0.0675424954024372
"385","14",20,"1.2.10",1.22702065471174
"386","14",20,"2.1.2",0.296749024871876
"387","14",20,"2.6.4",1.17245358096983
"388","14",25,"1.3.1",1.05062060435136
"389","14",25,"2.1.10",1.06908846524651
"390","14",25,"2.5.1",0.859181311697026
"391","14",30,"2.1.10",2.03414673470209
"392","14",30,"7.1.5",0.921381858422536
"393","14",30,"21.6.4",1.62800808432012
"394","14",33,"1.5.2",2.03371190856517
"395","14",33,"2.1.2",1.99333365642536
"396","14",33,"2.5.2",2.0680499682725
"397","14",35,"1.4.5",2.27503525521985
"398","14",35,"2.1.10",2.36230171145812
"399","14",35,"2.6.7",2.59749599056065
"400","14",39,"2.2.2",1.05960505563822
"401","14",39,"2.4.7",1.23126207072272
"402","14",39,"2.5.7",0.995172763820275
"403","14",43,"1.5.9",-0.279602021040635
"404","14",43,"2.2.8",-0.164212574445004
"405","14",43,"2.6.9",-0.198523185256827
"406","15",8,"1.1.4",0.188412317476298
"407","15",8,"1.3.7",-0.0341719332748497
"408","15",8,"2.6.8",0.159533780646295
"409","15",14,"2.3.6",0.145530464299092
"410","15",14,"2.4.1",0.576862784401412
"411","15",14,"2.5.7",0.626010857382733
"412","15",20,"1.2.6",1.16476220320024
"413","15",20,"1.4.4",0.55565854857253
"414","15",20,"2.1.9",0.554213321423704
"415","15",25,"1.5.3",0.915815865911662
"416","15",25,"1.6.3",0.94218015101652
"417","15",25,"2.6.4",0.599805880785681
"418","15",30,"3.6.6",2.05861140982748
"419","15",30,"10.4.8",0.220004628534774
"420","15",30,"12.4.3",1.41649010547077
"421","15",33,"1.2.5",2.2135223259002
"422","15",33,"2.1.1",1.9908916970377
"423","15",33,"2.6.2",2.26274784711305
"424","15",35,"1.2.8",2.54723434112294
"425","15",35,"2.1.4",2.41017119059951
"426","15",35,"2.3.9",2.14721067239515
"427","15",39,"1.2.5",0.887128400614938
"428","15",39,"1.4.10",1.11284887143707
"429","15",39,"2.6.8",1.07469773995698
"430","15",43,"1.2.7",-0.270565705922949
"431","15",43,"1.5.8",-0.347422953136704
"432","15",43,"2.1.8",-0.265375939123904
"433","all",8,"2.2.7",0.14513351675101
"434","all",8,"2.3.10",0.191761098780284
"435","all",8,"2.5.8",0.151125786493299
"436","all",14,"1.1.8",0.0315836524658802
"437","all",14,"1.4.3",0.203762972226618
"438","all",14,"1.6.1",0.463741663192929
"439","all",20,"1.1.4",0.458300733063478
"440","all",20,"1.2.8",0.473374854527334
"441","all",20,"2.1.7",0.375128771621567
"442","all",25,"1.5.4",1.05062060574328
"443","all",25,"1.6.10",0.805620777960874
"444","all",25,"2.4.8",0.959112565514991
"445","all",30,"10.6.2",2.10133054736386
"446","all",30,"24.2.8",1.68099846919918
"447","all",30,"29.1.8",2.02660681635265
"448","all",33,"1.6.7",2.06415154008675
"449","all",33,"2.1.9",2.23089409272863
"450","all",33,"2.3.4",2.13477033094025
"451","all",35,"1.1.5",2.31754051487815
"452","all",35,"1.4.4",2.40666210948532
"453","all",35,"2.2.9",1.91334024067115
"454","all",39,"1.6.3",0.892440536689052
"455","all",39,"2.1.2",1.07958664691376
"456","all",39,"2.5.10",0.778188586514988
"457","all",43,"1.1.2",-0.190847932854099
"458","all",43,"2.2.10",-0.14743567416181
"459","all",43,"2.3.4",-0.184325880774329
